pseudo_mr,text
Risk average rating average. Risk complexity rating complex. Risk publication year 1957. Risk domain board game.,Risk is an average board game in my opinion. Complexity rating and publication year of 1957 make it a classic game that is still enjoyable today.
Battle Masters instance of board game. Battle Masters based on Warhammer. Battle Masters domain board game.," Have you heard of Battle Masters, the board game based on Warhammer?"
Afrikan tähti average rating poor. Afrikan tähti instance of board game. Afrikan tähti genre roll-and-move. Afrikan tähti domain board game.,You didn't like Afrikan tähti. Do you usually find roll-and-move board games boring?
A Game of Thrones genre fantasy. A Game of Thrones minimum playing time 180. A Game of Thrones publisher Fantasy Flight Games. A Game of Thrones minimum number of players 3. A Game of Thrones publication year 2003. A Game of Thrones instance of board game. A Game of Thrones complexity rating advanced. A Game of Thrones domain board game.,A Game of Thrones is an advanced fantasy board game published by Fantasy Flight Games in 2003. It requires a minimum of 3 players and at least 180 minutes of game time.
Mystery Motive for Murder average rating average. Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder instance of board game. Mystery Motive for Murder domain board game.,You said Mystery Motive for Murder was just okay. Do you think other board games by Bruce Glassco are mediocre?
Risk average rating average. Risk instance of board game. Risk developer Albert Lamorisse. Risk domain board game.,You found Risk to be okay. Do you usually think Albert Lamorisse's board games are just average?
Lord of the Rings developer Reiner Knizia. Lord of the Rings based on The Lord of the Rings. Lord of the Rings domain board game.," Have you played Lord of the Rings, the Reiner Knizia board game based on The Lord of the Rings?"
Axis and Allies developer Larry Harris. Axis and Allies domain board game.," Have you heard of Axis and Allies, the Larry Harris board game?"
Afrikan tähti average rating poor. Afrikan tähti minimum playing time 45. Afrikan tähti country of origin Finland. Afrikan tähti domain board game.,Afrikan tähti is a poor board game in my opinion. The 45 minute minimum playing time and its country of origin of Finland make it not worth the time.
"Enchanted Forest alternate names Rayas Journey: An Enchanted Forest Game, Sagaland, The Wizard of Oz. Enchanted Forest domain board game.","
Are you referring to Enchanted Forest, also known as Rayas Journey: An Enchanted Forest Game, Sagaland, and The Wizard of Oz board game?"
Thurn and Taxis instance of board game. Thurn and Taxis publisher Hans im Glück. Thurn and Taxis domain board game.,Are you talking about the board game Thurn and Taxis published by Hans im Glück?
board game genre wargame. board game average rating poor. board game domain board game.,What makes you not like board game wargames?
Spirit Island average rating excellent. Spirit Island instance of board game. Spirit Island genre cooperative board game. Spirit Island domain board game.,You said Spirit Island was excellent. Do you usually love cooperative board games?
Lord of the Rings average rating average. Lord of the Rings maximum number of players 5. Lord of the Rings based on The Lord of the Rings. Lord of the Rings domain board game.,Lord of the Rings is an average board game in my opinion. The maximum number of players of 5 and being based on The Lord of the Rings makes it a great game for a group of friends.
board game specifier frustrating. board game maximum number of players 4. board game domain board game.,What frustrating board game have you played with up to 4 players?
board game specifier engaging. board game instance of board game. board game domain board game.,What's an engaging instance of a board game?
Battle Masters genre fantasy. Battle Masters instance of board game. Battle Masters based on Warhammer. Battle Masters publication year 1992. Battle Masters maximum number of players 2. Battle Masters minimum number of players 2. Battle Masters average rating average. Battle Masters domain board game.,Battle Masters is a 1992 fantasy board game based on Warhammer. It requires two players and has an average rating.
Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 complexity rating simple. Punaisten ja valkoisten taistelu Suomessa 1918 minimum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 maximum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.,Punaisten ja valkoisten taistelu Suomessa 1918 is a simple wargame board game for 2 players.
Enchanted Forest average rating average. Enchanted Forest maximum number of players 6. Enchanted Forest minimum playing time 30. Enchanted Forest domain board game.," Enchanted Forest is an average board game, but I like the maximum number of players of 6 and the minimum playing time of 30 minutes."
Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder genre mystery fiction. Mystery Motive for Murder domain board game.,Are you talking about Bruce Glassco's Mystery Motive for Murder board game in the mystery fiction genre?
Twilight Struggle genre board wargame. Twilight Struggle publisher GMT Games. Twilight Struggle average rating excellent. Twilight Struggle minimum number of players 2. Twilight Struggle domain board game.,Twilight Struggle is an excellent board wargame published by GMT Games for a minimum of two players.
Enchanted Forest genre fantasy. Enchanted Forest publisher Ravensburger. Enchanted Forest developer Michel Matschoss. Enchanted Forest minimum playing time 30. Enchanted Forest instance of board game. Enchanted Forest domain board game.,Enchanted Forest is a fantasy board game published by Ravensburger and developed by Michel Matschoss. It has a minimum playing time of 30 minutes.
Twilight Struggle genre board wargame. Twilight Struggle maximum number of players 2. Twilight Struggle complexity rating advanced. Twilight Struggle minimum number of players 2. Twilight Struggle domain board game.,Twilight Struggle is an advanced board wargame for 2 players.
Crossings average rating average. Crossings instance of board game. Crossings genre abstract strategy game. Crossings domain board game.," Crossings is an average board game, and its abstract strategy game genre makes it an interesting challenge."
Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill domain board game.,"
Are you talking about Bruce Glassco's cooperative board game, Betrayal at House on the Hill?"
Risk instance of board game. Risk domain board game.,"
Are you talking about the board game Risk?"
Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective publication year 1981. Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective game mechanics deductive reasoning. Sherlock Holmes Consulting Detective instance of board game. Sherlock Holmes Consulting Detective complexity rating complex. Sherlock Holmes Consulting Detective domain board game.,Sherlock Holmes Consulting Detective is a 1981 deduction board game with an excellent rating and complex game mechanics of deductive reasoning.
Yomi genre card game. Yomi complexity rating complex. Yomi average rating average. Yomi minimum playing time 30. Yomi maximum number of players 2. Yomi instance of board game. Yomi domain board game.,Yomi is a complex card board game that can be played with two players in a minimum of 30 minutes. It has an average rating.
HeroQuest publisher Games Workshop. HeroQuest domain board game.," Are you talking about the board game HeroQuest, published by Games Workshop?"
Sherlock Holmes Consulting Detective publisher Space Cowboys. Sherlock Holmes Consulting Detective domain board game.," Have you ever played a board game published by Space Cowboys, like Sherlock Holmes Consulting Detective?"
War of 1812 genre wargame. War of 1812 average rating average. War of 1812 maximum number of players 2. War of 1812 minimum number of players 2. War of 1812 publication year 1973. War of 1812 domain board game.,War of 1812 is a wargame board game published in 1973 with an average rating. It requires 2 players.
Mangala average rating average. Mangala based on mancala. Mangala genre abstract strategy game. Mangala domain board game.,Mangala is an average board game based on the ancient game of mancala. It's an interesting take on an abstract strategy game.
Battle Masters publication year 1992. Battle Masters instance of board game. Battle Masters domain board game.," Are you talking about the board game Battle Masters, published in 1992?"
Yomi instance of board game. Yomi maximum number of players 2. Yomi domain board game.," Have you ever played a board game for two players, like Yomi?"
Thurn and Taxis maximum number of players 4. Thurn and Taxis domain board game.," Do you like playing board games with a maximum of four players, like Thurn and Taxis?"
board game genre board wargame. board game average rating average. board game instance of board game. board game domain board game.,What makes board wargames an average board game for you?
A Game of Thrones genre fantasy. A Game of Thrones instance of board game. A Game of Thrones average rating good. A Game of Thrones publication year 2003. A Game of Thrones minimum number of players 3. A Game of Thrones domain board game.,A Game of Thrones is a 2003 fantasy board game with a good rating and a minimum of 3 players.
Crossings genre abstract strategy game. Crossings maximum number of players 2. Crossings minimum number of players 2. Crossings minimum playing time 20. Crossings average rating average. Crossings complexity rating complex. Crossings instance of board game. Crossings domain board game.,Crossings is a complex abstract strategy board game for 2 players that takes a minimum of 20 minutes. It has an average rating.
board game specifier straightforward. board game maximum number of players 8. board game domain board game.,What's the most straightforward board game you can play with up to 8 players?
board game specifier entertaning. board game genre German-style board game. board game domain board game.,What's the most entertaining German-style board game in the board game domain?
Stratego genre board wargame. Stratego instance of board game. Stratego minimum playing time 45. Stratego minimum number of players 2. Stratego complexity rating moderate. Stratego publisher Jumbo Games. Stratego domain board game.,Stratego is a moderate board wargame published by Jumbo Games. It requires a minimum of 2 players and 45 minutes to play.
Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 minimum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 complexity rating simple. Punaisten ja valkoisten taistelu Suomessa 1918 publication year 1918. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.,Punaisten ja valkoisten taistelu Suomessa 1918 is a simple wargame board game published in 1918 for 2 players.
Carcassonne maximum number of players 6. Carcassonne publisher Hans im Glück. Carcassonne domain board game.," Have you ever played a board game for six players published by Hans im Glück, like Carcassonne?"
Axis and Allies average rating average. Axis and Allies complexity rating advanced. Axis and Allies domain board game.,Axis and Allies is an average board game with an advanced complexity rating. I think it's a great challenge for experienced gamers.
board game specifier uninspiring. board game maximum number of players 4. board game domain board game.,What board game do you think is the most uninspiring for a four-player game?
board game genre card game. board game average rating average. board game domain board game.,What do you think makes card games an average board game?
Yomi genre card game. Yomi minimum number of players 2. Yomi minimum playing time 30. Yomi complexity rating complex. Yomi instance of board game. Yomi average rating average. Yomi domain board game.,Yomi is a complex board game for two players that can be played in a minimum of 30 minutes. It has an average rating.
Battle Masters average rating average. Battle Masters instance of board game. Battle Masters complexity rating moderate. Battle Masters domain board game.," In my opinion, Battle Masters is an average board game. The moderate complexity rating and the board game instance make it a great choice for a casual game night."
Stratego average rating average. Stratego publisher Jumbo Games. Stratego domain board game.,You said Stratego was just okay. Are most Jumbo Games board games just mediocre?
Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective game mechanics deductive reasoning. Sherlock Holmes Consulting Detective domain board game.," Have you ever played a deduction board game with deductive reasoning mechanics, like Sherlock Holmes Consulting Detective?"
Axis and Allies publisher Avalon Hill. Axis and Allies country of origin United States of America. Axis and Allies domain board game.," Have you ever heard of Axis and Allies, the board game from Avalon Hill in the United States of America?"
board game specifier confusing. board game minimum number of players 1. board game domain board game.,What's the most confusing single-player board game you know of?
Barbarossa instance of board game. Barbarossa publisher Franckh-Kosmos. Barbarossa domain board game.," Are you talking about the board game Barbarossa, published by Franckh-Kosmos?"
Monopoly game mechanics resource management. Monopoly maximum number of players 8. Monopoly domain board game.," Do you ever play board games for up to 8 players with a resource management mechanic, like Monopoly?"
Scotland Yard genre deduction game. Scotland Yard alternate names Fanton. Scotland Yard domain board game.," Are you talking about Scotland Yard (or Fanton), the deduction board game?"
board game specifier engaging. board game genre roll-and-move. board game domain board game.,What's the most engaging roll-and-move game in the board game domain?
"Enchanted Forest alternate names Rayas Journey: An Enchanted Forest Game, Sagaland, The Wizard of Oz. Enchanted Forest instance of board game. Enchanted Forest domain board game."," Are you referring to the board game Enchanted Forest, also known as Rayas Journey: An Enchanted Forest Game, Sagaland, and The Wizard of Oz?"
Risk average rating average. Risk developer Albert Lamorisse. Risk domain board game.," Risk is an average board game, but I appreciate the design by Albert Lamorisse."
Chicago genre strategy game. Chicago maximum number of players 4. Chicago instance of board game. Chicago domain board game.,Chicago is a strategy board game for up to 4 players.
board game game mechanics. board game domain board game.,What game mechanics do you prefer in a board game?
board game specifier engaging. board game game mechanics resource management. board game domain board game.,What's an engaging board game with a resource management game mechanic?
Star Realms maximum number of players 6. Star Realms publisher White Wizard Games. Star Realms domain board game.," Have you ever played a board game for up to 6 players published by White Wizard Games, like Star Realms?"
Monopoly country of origin United States of America. Monopoly game mechanics resource management. Monopoly domain board game.," Have you ever played Monopoly, the United States of America board game with resource management mechanics?"
Descent Journeys in the Dark average rating good. Descent Journeys in the Dark maximum playing time 240. Descent Journeys in the Dark complexity rating advanced. Descent Journeys in the Dark domain board game.," Descent Journeys in the Dark is a great board game. The good rating, advanced complexity, and 240 minute maximum playing time make it a great choice for experienced gamers."
Betrayal at House on the Hill genre horror fiction. Betrayal at House on the Hill publisher Asmodee. Betrayal at House on the Hill minimum playing time 60. Betrayal at House on the Hill minimum number of players 3. Betrayal at House on the Hill publication year 2004. Betrayal at House on the Hill domain board game.,Betrayal at House on the Hill is a horror fiction board game published by Asmodee in 2004. It requires a minimum of 3 players and 60 minutes to play.
Twilight Struggle genre board wargame. Twilight Struggle complexity rating advanced. Twilight Struggle instance of board game. Twilight Struggle minimum number of players 2. Twilight Struggle average rating excellent. Twilight Struggle domain board game.,Twilight Struggle is an advanced board wargame for at least 2 players with an excellent rating.
Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill genre horror fiction. Betrayal at House on the Hill domain board game.," Are you referring to the horror fiction board game, Betrayal at House on the Hill?"
Lord of the Rings average rating average. Lord of the Rings developer Reiner Knizia. Lord of the Rings domain board game.,You said Lord of the Rings was an average game. Is this how you feel about all of Reiner Knizia's board games?
Dune publisher Avalon Hill. Dune domain board game.,"
Are you referring to the board game Dune, published by Avalon Hill?"
Stratego genre board wargame. Stratego average rating average. Stratego minimum playing time 45. Stratego maximum number of players 2. Stratego domain board game.,Stratego is a board wargame with an average rating. It can be played in 45 minutes by up to 2 players.
A Game of Thrones average rating good. A Game of Thrones genre fantasy. A Game of Thrones publisher Fantasy Flight Games. A Game of Thrones domain board game.,You enjoyed A Game of Thrones. Do you usually like fantasy board games by Fantasy Flight Games?
A Game of Thrones average rating good. A Game of Thrones publisher Fantasy Flight Games. A Game of Thrones maximum number of players 5. A Game of Thrones domain board game.," I think A Game of Thrones is a great board game. The good rating, Fantasy Flight Games as the publisher, and up to five players make it a great choice for a game night."
Mystery Motive for Murder publisher Mayfair Games. Mystery Motive for Murder maximum number of players 5. Mystery Motive for Murder domain board game.," Have you ever played a board game for up to 5 players published by Mayfair Games, like Mystery Motive for Murder?"
Axis and Allies publisher Avalon Hill. Axis and Allies genre board wargame. Axis and Allies domain board game.," Did you ever play a board wargame published by Avalon Hill, like Axis and Allies?"
Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective maximum number of players 8. Sherlock Holmes Consulting Detective instance of board game. Sherlock Holmes Consulting Detective publication year 1981. Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective complexity rating complex. Sherlock Holmes Consulting Detective minimum playing time 60. Sherlock Holmes Consulting Detective domain board game.," Sherlock Holmes Consulting Detective is an excellent complex deduction board game published in 1981, with a minimum playing time of 60 minutes and a maximum of 8 players."
HeroQuest average rating good. HeroQuest publisher Games Workshop. HeroQuest domain board game.,You said HeroQuest was good. Are you usually fond of Games Workshop board games?
Spirit Island maximum number of players 4. Spirit Island instance of board game. Spirit Island domain board game.," Do you ever play board games for four players, like Spirit Island?"
Thurn and Taxis instance of board game. Thurn and Taxis country of origin Germany. Thurn and Taxis domain board game.," Have you ever played a board game from Germany, like Thurn and Taxis?"
Thurn and Taxis average rating good. Thurn and Taxis complexity rating complex. Thurn and Taxis country of origin Germany. Thurn and Taxis domain board game.,Thurn and Taxis is a good board game from Germany. Its complexity makes it a great choice for experienced gamers.
A Game of Thrones average rating good. A Game of Thrones complexity rating advanced. A Game of Thrones minimum playing time 180. A Game of Thrones domain board game.,I think A Game of Thrones is an excellent board game. Advanced complexity and 180 minimum playing time make it a great choice for experienced gamers.
Scotland Yard genre deduction game. Scotland Yard alternate names Fanton. Scotland Yard game mechanics cooperative gameplay. Scotland Yard instance of board game. Scotland Yard publisher Ravensburger. Scotland Yard domain board game.," Scotland Yard, also known as Fanton, is a deduction board game with cooperative gameplay published by Ravensburger."
Descent Journeys in the Dark average rating good. Descent Journeys in the Dark genre fantasy. Descent Journeys in the Dark publication year 2005. Descent Journeys in the Dark domain board game.,Descent Journeys in the Dark is a good board game in my opinion. The genre of fantasy and the publication year of 2005 make it truly unique.
Risk genre board wargame. Risk alternate names Risk!. Risk developer Albert Lamorisse. Risk domain board game.," Risk!, also known as Risk, is a board wargame developed by Albert Lamorisse."
HeroQuest average rating good. HeroQuest genre fantasy. HeroQuest minimum playing time 90. HeroQuest domain board game.," HeroQuest is a great board game. The good rating, fantasy genre, and 90 minutes of playing time make it an exciting and engaging experience."
Thurn and Taxis developer Andreas Seyfarth. Thurn and Taxis domain board game.," Have you heard of Thurn and Taxis, a board game developed by Andreas Seyfarth?"
Scotland Yard game mechanics cooperative gameplay. Scotland Yard instance of board game. Scotland Yard domain board game.," Are you talking about the cooperative gameplay board game, Scotland Yard?"
Spirit Island genre cooperative board game. Spirit Island minimum playing time 90. Spirit Island complexity rating advanced. Spirit Island domain board game.,Spirit Island is an advanced cooperative board game with a minimum playing time of 90 minutes.
Dune publisher Avalon Hill. Dune instance of board game. Dune domain board game.," Have you ever played an Avalon Hill board game, like Dune?"
Descent Journeys in the Dark genre fantasy. Descent Journeys in the Dark instance of board game. Descent Journeys in the Dark average rating good. Descent Journeys in the Dark publication year 2005. Descent Journeys in the Dark domain board game.,Descent Journeys in the Dark is a good fantasy board game published in 2005.
Mangala instance of board game. Mangala genre abstract strategy game. Mangala domain board game.," Have you heard of Mangala, the abstract strategy board game?"
Scotland Yard average rating average. Scotland Yard instance of board game. Scotland Yard domain board game.,You found Scotland Yard to be just okay. Do you think all board games are mediocre?
Mystery Motive for Murder publisher Mayfair Games. Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder domain board game.," Have you heard of Mystery Motive for Murder, the board game from Mayfair Games developed by Bruce Glassco?"
Monopoly genre roll-and-move. Monopoly minimum playing time 60. Monopoly complexity rating moderate. Monopoly country of origin United States of America. Monopoly publisher Hasbro. Monopoly domain board game.," Monopoly is a roll-and-move board game from the United States of America, published by Hasbro. It has a moderate complexity rating and a minimum playing time of 60 minutes."
Chicago maximum number of players 4. Chicago domain board game.,"
Do you ever play board games for four players, like Chicago?"
Cosmic Encounter instance of board game. Cosmic Encounter publisher Fantasy Flight Games. Cosmic Encounter domain board game.,"
Have you ever played a board game published by Fantasy Flight Games, like Cosmic Encounter?"
Chicago genre strategy game. Chicago minimum playing time 90. Chicago maximum number of players 4. Chicago complexity rating complex. Chicago average rating poor. Chicago domain board game.,Chicago is a complex strategy board game for up to 4 players and a minimum playing time of 90 minutes. It has a poor rating.
board game genre deduction game. board game average rating average. board game game mechanics cooperative gameplay. board game domain board game.,What do you think makes deduction board games with cooperative gameplay an average board game?
HeroQuest domain board game.," Have you heard of HeroQuest, the board game?"
Barbarossa instance of board game. Barbarossa publication year 1988. Barbarossa domain board game.,"
Are you talking about the board game Barbarossa, published in 1988?"
Spirit Island average rating excellent. Spirit Island complexity rating advanced. Spirit Island domain board game.,Spirit Island is an excellent board game. Its advanced complexity makes it a great choice for experienced gamers.
A Game of Thrones genre fantasy. A Game of Thrones instance of board game. A Game of Thrones domain board game.," Have you ever played a fantasy board game, like A Game of Thrones?"
Scotland Yard genre deduction game. Scotland Yard alternate names Fanton. Scotland Yard minimum number of players 3. Scotland Yard domain board game.," Scotland Yard, also known as Fanton, is a deduction board game for a minimum of 3 players."
Stratego average rating average. Stratego domain board game.," Stratego is a classic board game but I find it average, at best. Its average rating is reflective of this."
Battle Masters genre fantasy. Battle Masters publication year 1992. Battle Masters based on Warhammer. Battle Masters maximum number of players 2. Battle Masters minimum number of players 2. Battle Masters domain board game.,Battle Masters is a 1992 fantasy board game based on Warhammer and designed for 2 players.
Twilight Struggle genre board wargame. Twilight Struggle average rating excellent. Twilight Struggle minimum playing time 120. Twilight Struggle publisher GMT Games. Twilight Struggle domain board game.,Twilight Struggle is an excellent board wargame published by GMT Games with a minimum playing time of 120 minutes.
Chicago instance of board game. Chicago publisher Playmix. Chicago domain board game.," Have you ever tried Chicago, the Playmix board game?"
Risk genre board wargame. Risk maximum number of players 6. Risk complexity rating complex. Risk average rating average. Risk domain board game.,Risk is a complex board wargame for up to 6 players with an average rating.
board game specifier confusing. board game genre roll-and-move. board game domain board game.,What's the most confusing roll-and-move game in the board game domain?
Spirit Island genre cooperative board game. Spirit Island instance of board game. Spirit Island maximum number of players 4. Spirit Island publication year 2017. Spirit Island minimum number of players 1. Spirit Island domain board game.,Spirit Island is a 2017 cooperative board game for 1 to 4 players.
board game specifier strategic. board game genre historical board game. board game domain board game.,Have you ever played a strategic historical board game?
Betrayal at House on the Hill publisher Hasbro. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill domain board game.,Are you referring to the board game Betrayal at House on the Hill from publisher Hasbro and developer Bruce Glassco?
War of 1812 genre wargame. War of 1812 publication year 1973. War of 1812 average rating average. War of 1812 complexity rating complex. War of 1812 domain board game.,War of 1812 is a complex wargame from 1973 with an average rating.
Carcassonne average rating good. Carcassonne instance of board game. Carcassonne domain board game.,You enjoyed Carcassonne. Do you like most board games?
Star Realms instance of board game. Star Realms publisher White Wizard Games. Star Realms domain board game.," Have you ever played a board game from White Wizard Games, like Star Realms?"
Crossings genre abstract strategy game. Crossings minimum playing time 20. Crossings complexity rating complex. Crossings domain board game.,Crossings is a complex abstract strategy board game with a minimum playing time of 20 minutes.
Axis and Allies developer Larry Harris. Axis and Allies genre board wargame. Axis and Allies domain board game.," Are you talking about Larry Harris' board wargame, Axis and Allies?"
Risk genre board wargame. Risk instance of board game. Risk domain board game.,"
Have you ever played a board wargame, like Risk?"
Battle Masters average rating average. Battle Masters genre fantasy. Battle Masters domain board game.,Battle Masters is an average board game in my opinion. The fantasy genre makes it a bit too limited for me.
Afrikan tähti average rating poor. Afrikan tähti instance of board game. Afrikan tähti domain board game.,You found Afrikan tähti to be boring. Do you usually not like board games?
Axis and Allies maximum number of players 5. Axis and Allies country of origin United States of America. Axis and Allies domain board game.," Have you ever played a board game from the United States of America with a maximum of five players, like Axis and Allies?"
Dune publication year 1979. Dune instance of board game. Dune domain board game.," Are you referring to the 1979 board game, Dune?"
Axis and Allies developer Larry Harris. Axis and Allies country of origin United States of America. Axis and Allies domain board game.," Have you ever heard of the United States of America board game, Axis and Allies, developed by Larry Harris?"
Monopoly average rating poor. Monopoly instance of board game. Monopoly domain board game.,You found Monopoly boring. Is this your usual opinion of board games?
board game specifier uninspiring. board game maximum number of players 5. board game domain board game.,What board game do you think is the most uninspiring for a five-player game?
Axis and Allies maximum number of players 5. Axis and Allies genre board wargame. Axis and Allies domain board game.," Have you ever played a board wargame for five players, like Axis and Allies?"
Betrayal at House on the Hill average rating average. Betrayal at House on the Hill publisher Asmodee. Betrayal at House on the Hill domain board game.,You said Betrayal at House on the Hill was just okay. Do you think most board games from Asmodee are average?
Carcassonne country of origin Germany. Carcassonne domain board game.,"
Have you ever played a board game from Germany, like Carcassonne?"
Mangala genre abstract strategy game. Mangala instance of board game. Mangala maximum number of players 2. Mangala complexity rating simple. Mangala based on mancala. Mangala average rating average. Mangala domain board game.,Mangala is a simple abstract strategy board game based on mancala with an average rating. It is for 2 players.
Barbarossa publisher Franckh-Kosmos. Barbarossa developer Klaus Teuber. Barbarossa domain board game.,Are you referring to the board game Barbarossa by developer Klaus Teuber and publisher Franckh-Kosmos?
Yomi average rating average. Yomi minimum number of players 2. Yomi domain board game.,Yomi is an average board game. The minimum number of players of 2 makes it great for a casual game night.
Cosmic Encounter genre science fiction. Cosmic Encounter publisher Fantasy Flight Games. Cosmic Encounter domain board game.,"
Have you ever played a science fiction board game from Fantasy Flight Games, like Cosmic Encounter?"
Dune genre science fiction. Dune publisher Avalon Hill. Dune maximum playing time 180. Dune publication year 1979. Dune minimum playing time 60. Dune average rating excellent. Dune domain board game.,Dune is an excellent science fiction board game published by Avalon Hill in 1979. It can be played in 60 to 180 minutes.
Carcassonne average rating good. Carcassonne genre German-style board game. Carcassonne developer Klaus-Jürgen Wrede. Carcassonne domain board game.,You said Carcassonne was good. Do you usually enjoy German-style board games by Klaus-Jürgen Wrede?
Enchanted Forest average rating average. Enchanted Forest publisher Ravensburger. Enchanted Forest developer Michel Matschoss. Enchanted Forest domain board game.,You found Enchanted Forest to be mediocre. Do you think most board games by Ravensburger and Michel Matschoss are just okay?
Twilight Struggle genre board wargame. Twilight Struggle domain board game.,Are you talking about the board wargame Twilight Struggle?
A Game of Thrones genre fantasy. A Game of Thrones instance of board game. A Game of Thrones domain board game.," Are you talking about the fantasy board game, A Game of Thrones?"
board game developer. board game domain board game.,Who is your go-to board game developer?
Chicago instance of board game. Chicago genre strategy game. Chicago domain board game.," Are you talking about the strategy game board game, Chicago?"
Stratego maximum number of players 2. Stratego domain board game.," Do you like playing board games with a maximum of two players, such as Stratego?"
Thurn and Taxis genre historical board game. Thurn and Taxis instance of board game. Thurn and Taxis domain board game.,"
Have you ever played a historical board game, like Thurn and Taxis?"
HeroQuest genre fantasy. HeroQuest minimum playing time 90. HeroQuest publisher Games Workshop. HeroQuest minimum number of players 2. HeroQuest average rating good. HeroQuest instance of board game. HeroQuest maximum number of players 5. HeroQuest domain board game.," HeroQuest, published by Games Workshop, is a fantasy board game for 2 to 5 players with a minimum playing time of 90 minutes and a good rating."
board game specifier strategic. board game maximum number of players 8. board game domain board game.,What's the most strategic board game you can play with up to 8 players?
board game genre science fiction. board game average rating average. board game instance of board game. board game domain board game.,What makes the science fiction board games you've played so average?
Cosmic Encounter publication year 1977. Cosmic Encounter domain board game.," Are you talking about the board game Cosmic Encounter, published in 1977?"
Mangala average rating average. Mangala maximum number of players 2. Mangala based on mancala. Mangala domain board game.," Mangala is an average board game, but it's a great two-player game with its basis in mancala."
HeroQuest genre fantasy. HeroQuest publisher Games Workshop. HeroQuest average rating good. HeroQuest minimum playing time 90. HeroQuest maximum number of players 5. HeroQuest instance of board game. HeroQuest complexity rating complex. HeroQuest domain board game.," HeroQuest is a complex fantasy board game published by Games Workshop. It takes at least 90 minutes and up to 5 players, and has a good rating."
Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 publication year 1918. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.,"
Are you referring to Punaisten ja valkoisten taistelu Suomessa 1918, the board game from Finland published in 1918?"
HeroQuest publisher Games Workshop. HeroQuest instance of board game. HeroQuest domain board game.,"
Are you referring to the board game HeroQuest from publisher Games Workshop?"
Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder instance of board game. Mystery Motive for Murder domain board game.,"
Are you referring to the Bruce Glassco board game, Mystery Motive for Murder?"
Enchanted Forest average rating average. Enchanted Forest developer Michel Matschoss. Enchanted Forest instance of board game. Enchanted Forest domain board game.,You found Enchanted Forest to be okay. Do you think all board games from Michel Matschoss are mediocre?
Enchanted Forest publisher Ravensburger. Enchanted Forest genre fantasy. Enchanted Forest domain board game.," Have you heard of Enchanted Forest, a fantasy board game from Ravensburger?"
board game specifier straightforward. board game genre wargame. board game domain board game.,Is there a straightforward wargame in the board game domain?
Thurn and Taxis publisher Hans im Glück. Thurn and Taxis developer Andreas Seyfarth. Thurn and Taxis domain board game.,Are you referring to the board game Thurn and Taxis from developer Andreas Seyfarth and publisher Hans im Glück?
Afrikan tähti average rating poor. Afrikan tähti maximum number of players 6. Afrikan tähti instance of board game. Afrikan tähti domain board game.,Afrikan tähti is a poor board game in my opinion. The maximum number of players of 6 isn't enough to make this game entertaining.
Axis and Allies average rating average. Axis and Allies publisher Avalon Hill. Axis and Allies developer Larry Harris. Axis and Allies domain board game.,You found Axis and Allies to be just okay. Do you think all board games by Larry Harris and Avalon Hill are mediocre?
Mangala genre abstract strategy game. Mangala average rating average. Mangala instance of board game. Mangala based on mancala. Mangala complexity rating simple. Mangala maximum number of players 2. Mangala domain board game.,Mangala is a simple abstract strategy board game based on mancala with an average rating. It can be played with a maximum of two players.
Scotland Yard average rating average. Scotland Yard instance of board game. Scotland Yard genre deduction game. Scotland Yard domain board game.,You found Scotland Yard to be okay. Do you think most deduction board games are mediocre?
Dune publisher Avalon Hill. Dune genre science fiction. Dune domain board game.,Have you heard of Dune from Avalon Hill? It's a science fiction board game.
Mangala average rating average. Mangala minimum number of players 2. Mangala maximum number of players 2. Mangala domain board game.,I would rate Mangala as an average board game. It's best played with two players and the maximum of two players limits its appeal.
