mr,mr_new,da,errors,incorrect,duplicate,mr_len,SACC
"inform(name[Littlest Things], genres[contemporary R&B], producer[Mark Ronson], performer[Lily Allen], from_album[Still], rating[good], publication_year[2006])",Littlest Things genres contemporary R&B. Littlest Things producer Mark Ronson. Littlest Things performer Lily Allen. Littlest Things from album Still. Littlest Things rating good. Littlest Things publication year 2006. Littlest Things domain songs.,inform,0,,,7,100
"inform(name[I], genres[hip hop music], from_album[To Pimp a Butterfly], rating[excellent], producer[Rahki], publication_year[2014], record_label[Aftermath Entertainment], performer[Kendrick Lamar])",I genres hip hop music. I from album To Pimp a Butterfly. I rating excellent. I producer Rahki. I publication year 2014. I record label Aftermath Entertainment. I performer Kendrick Lamar. I domain songs.,inform,0,,,8,100
"inform(name[In My Bed], genres[soul music], record_label[Island Records], publication_year[2004], performer[Amy Winehouse], producer[Salaam Remi], rating[excellent], from_album[Frank])",In My Bed genres soul music. In My Bed record label Island Records. In My Bed publication year 2004. In My Bed performer Amy Winehouse. In My Bed producer Salaam Remi. In My Bed rating excellent. In My Bed from album Frank. In My Bed domain songs.,inform,0,,,8,100
"inform(name[Careless Whisper], genres[pop music], performer[George Michael], from_album[Make It Big], rating[excellent], producer[George Michael], publication_year[1984], record_label[Columbia Records])",Careless Whisper genres pop music. Careless Whisper performer George Michael. Careless Whisper from album Make It Big. Careless Whisper rating excellent. Careless Whisper producer George Michael. Careless Whisper publication year 1984. Careless Whisper record label Columbia Records. Careless Whisper domain songs.,inform,0,,,8,100
"inform(name[I Was Gonna Cancel], genres[synth-pop], rating[good], performer[Kylie Minogue], from_album[Kiss Me Once], producer[Pharrell Williams], publication_year[2014], record_label[Parlophone])",I Was Gonna Cancel genres synth-pop. I Was Gonna Cancel rating good. I Was Gonna Cancel performer Kylie Minogue. I Was Gonna Cancel from album Kiss Me Once. I Was Gonna Cancel producer Pharrell Williams. I Was Gonna Cancel publication year 2014. I Was Gonna Cancel record label Parlophone. I Was Gonna Cancel domain songs.,inform,0,,,8,100
"inform(name[Paint It Black], genres[rock music], from_album[Aftermath], publication_year[1966], rating[excellent], record_label[Elektra], performer[The Rolling Stones], producer[Andrew Loog Oldham])",Paint It Black genres rock music. Paint It Black from album Aftermath. Paint It Black publication year 1966. Paint It Black rating excellent. Paint It Black record label Elektra. Paint It Black performer The Rolling Stones. Paint It Black producer Andrew Loog Oldham. Paint It Black domain songs.,inform,0,,,8,100
"inform(name[Paint It Black], genres[rock music], publication_year[1966], producer[Andrew Loog Oldham], performer[The Rolling Stones], rating[excellent], from_album[Aftermath], record_label[Elektra])",Paint It Black genres rock music. Paint It Black publication year 1966. Paint It Black producer Andrew Loog Oldham. Paint It Black performer The Rolling Stones. Paint It Black rating excellent. Paint It Black from album Aftermath. Paint It Black record label Elektra. Paint It Black domain songs.,inform,0,,,8,100
"inform(name[Dragostea Din Tei], genres[Eurodance], record_label[Ultra Records], producer[Dan Balan], publication_year[2003], from_album[DiscO-Zone""], rating[excellent], performer[O-Zone])","Dragostea Din Tei genres Eurodance. Dragostea Din Tei record label Ultra Records. Dragostea Din Tei producer Dan Balan. Dragostea Din Tei publication year 2003. Dragostea Din Tei from album DiscO-Zone"". Dragostea Din Tei rating excellent. Dragostea Din Tei performer O-Zone. Dragostea Din Tei domain songs.",inform,0,,,8,100
"inform(name[King of Sorrow], genres[contemporary R&B], producer[Sade Adu], rating[excellent], performer[Sade], publication_year[2001], record_label[Epic Records], from_album[Lovers Rock])",King of Sorrow genres contemporary R&B. King of Sorrow producer Sade Adu. King of Sorrow rating excellent. King of Sorrow performer Sade. King of Sorrow publication year 2001. King of Sorrow record label Epic Records. King of Sorrow from album Lovers Rock. King of Sorrow domain songs.,inform,1,,performer,8,87.5
"inform(name[Space Oddity], genres[space rock], performer[David Bowie], rating[excellent], from_album[David Bowie], publication_year[1969], producer[Gus Dudgeon], record_label[Philips Records])",Space Oddity genres space rock. Space Oddity performer David Bowie. Space Oddity rating excellent. Space Oddity from album David Bowie. Space Oddity publication year 1969. Space Oddity producer Gus Dudgeon. Space Oddity record label Philips Records. Space Oddity domain songs.,inform,0,,,8,100
"inform(name[For a Friend], genres[pop music], rating[mediocre], record_label[London], producer[Stephen Hague], from_album[Red], publication_year[1988], performer[The Communards])",For a Friend genres pop music. For a Friend rating mediocre. For a Friend record label London. For a Friend producer Stephen Hague. For a Friend from album Red. For a Friend publication year 1988. For a Friend performer The Communards. For a Friend domain songs.,inform,0,,,8,100
"inform(name[Wild], genres[synth-pop], producer[Alex Hope], record_label[Universal Music Australia], performer[Troye Sivan], publication_year[2015], from_album[Blue Neighbourhood], rating[excellent])",Wild genres synth-pop. Wild producer Alex Hope. Wild record label Universal Music Australia. Wild performer Troye Sivan. Wild publication year 2015. Wild from album Blue Neighbourhood. Wild rating excellent. Wild domain songs.,inform,0,,,8,100
"inform(name[In My Bed], genres[soul music], from_album[Frank], producer[Salaam Remi], performer[Amy Winehouse], record_label[Island Records], rating[excellent], publication_year[2004])",In My Bed genres soul music. In My Bed from album Frank. In My Bed producer Salaam Remi. In My Bed performer Amy Winehouse. In My Bed record label Island Records. In My Bed rating excellent. In My Bed publication year 2004. In My Bed domain songs.,inform,0,,,8,100
"inform(name[King of Sorrow], genres[contemporary R&B], producer[Sade Adu], performer[Sade], publication_year[2001], record_label[Epic Records], rating[excellent], from_album[Lovers Rock])",King of Sorrow genres contemporary R&B. King of Sorrow producer Sade Adu. King of Sorrow performer Sade. King of Sorrow publication year 2001. King of Sorrow record label Epic Records. King of Sorrow rating excellent. King of Sorrow from album Lovers Rock. King of Sorrow domain songs.,inform,1,,performer,8,87.5
"inform(name[Matador], genres[candombe], producer[K. C. Porter], from_album[Vasos vacíos], publication_year[1994], record_label[Sony Music], rating[excellent], performer[Los Fabulosos Cadillacs])",Matador genres candombe. Matador producer K. C. Porter. Matador from album Vasos vacíos. Matador publication year 1994. Matador record label Sony Music. Matador rating excellent. Matador performer Los Fabulosos Cadillacs. Matador domain songs.,inform,0,,,8,100
"inform(name[Waka Waka], genres[pop music], rating[excellent], from_album[Listen Up! The Official 2010 FIFA World Cup Album], record_label[Epic Records], producer[John Hill], performer[Freshlyground, Shakira], publication_year[2010])","Waka Waka genres pop music. Waka Waka rating excellent. Waka Waka from album Listen Up! The Official 2010 FIFA World Cup Album. Waka Waka record label Epic Records. Waka Waka producer John Hill. Waka Waka performer Freshlyground, Shakira. Waka Waka publication year 2010. Waka Waka domain songs.",inform,1,,publication_year,8,87.5
"inform(name[Kings of the Wild Frontier], genres[post-punk], record_label[Sony Music], performer[Adam and the Ants], rating[good], publication_year[1980], from_album[Kings of the Wild Frontier], producer[Chris Hughes])",Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier record label Sony Music. Kings of the Wild Frontier performer Adam and the Ants. Kings of the Wild Frontier rating good. Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier from album Kings of the Wild Frontier. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier domain songs.,inform,0,,,8,100
"inform(name[Wanna Get to Know You], genres[hip hop music], rating[good], performer[Joe, G-Unit], producer[Red Spyda], record_label[G-Unit Records], publication_year[2004], from_album[Beg for Mercy])","Wanna Get to Know You genres hip hop music. Wanna Get to Know You rating good. Wanna Get to Know You performer Joe, G-Unit. Wanna Get to Know You producer Red Spyda. Wanna Get to Know You record label G-Unit Records. Wanna Get to Know You publication year 2004. Wanna Get to Know You from album Beg for Mercy. Wanna Get to Know You domain songs.",inform,0,,,8,100
"inform(name[Paint It Black], genres[rock music], producer[Andrew Loog Oldham], from_album[Aftermath], rating[excellent], publication_year[1966], record_label[Elektra], performer[The Rolling Stones])",Paint It Black genres rock music. Paint It Black producer Andrew Loog Oldham. Paint It Black from album Aftermath. Paint It Black rating excellent. Paint It Black publication year 1966. Paint It Black record label Elektra. Paint It Black performer The Rolling Stones. Paint It Black domain songs.,inform,0,,,8,100
"inform(name[Viva la Vida], genres[baroque pop], producer[Markus Dravs], record_label[Parlophone], rating[excellent], from_album[Viva la Vida or Death and All His Friends], publication_year[2008], performer[Coldplay])",Viva la Vida genres baroque pop. Viva la Vida producer Markus Dravs. Viva la Vida record label Parlophone. Viva la Vida rating excellent. Viva la Vida from album Viva la Vida or Death and All His Friends. Viva la Vida publication year 2008. Viva la Vida performer Coldplay. Viva la Vida domain songs.,inform,1,from_album,,8,87.5
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], from_album[Vol. 2... Hard Knock Life], performer[DMX, Jay-Z], rating[good], producer[Swizz Beatz], publication_year[1998], record_label[Roc-A-Fella Records])","Money, Cash, Hoes genres East Coast hip hop. Money, Cash, Hoes from album Vol. 2... Hard Knock Life. Money, Cash, Hoes performer DMX, Jay-Z. Money, Cash, Hoes rating good. Money, Cash, Hoes producer Swizz Beatz. Money, Cash, Hoes publication year 1998. Money, Cash, Hoes record label Roc-A-Fella Records. Money, Cash, Hoes domain songs.",inform,0,,,8,100
"inform(name[Waka Waka], genres[pop rock], record_label[Epic Records], performer[Freshlyground, Shakira], producer[John Hill], from_album[Listen Up! The Official 2010 FIFA World Cup Album], publication_year[2010], rating[excellent])","Waka Waka genres pop rock. Waka Waka record label Epic Records. Waka Waka performer Freshlyground, Shakira. Waka Waka producer John Hill. Waka Waka from album Listen Up! The Official 2010 FIFA World Cup Album. Waka Waka publication year 2010. Waka Waka rating excellent. Waka Waka domain songs.",inform,1,,publication_year,8,87.5
"inform(name[Every Breath You Take], genres[pop rock], from_album[Synchronicity], record_label[A&M Records], producer[Stewart Copeland], performer[The Police], rating[excellent], publication_year[1983])",Every Breath You Take genres pop rock. Every Breath You Take from album Synchronicity. Every Breath You Take record label A&M Records. Every Breath You Take producer Stewart Copeland. Every Breath You Take performer The Police. Every Breath You Take rating excellent. Every Breath You Take publication year 1983. Every Breath You Take domain songs.,inform,0,,,8,100
"inform(name[Stairway to Heaven], genres[progressive rock], rating[excellent], producer[Jimmy Page], record_label[Atlantic Records], from_album[Led Zeppelin IV], publication_year[1971], performer[Led Zeppelin])",Stairway to Heaven genres progressive rock. Stairway to Heaven rating excellent. Stairway to Heaven producer Jimmy Page. Stairway to Heaven record label Atlantic Records. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven publication year 1971. Stairway to Heaven performer Led Zeppelin. Stairway to Heaven domain songs.,inform,1,,performer,8,87.5
"inform(name[As It Was], genres[synth-pop], publication_year[2022], record_label[Columbia Records], performer[Harry Styles], rating[excellent], producer[Kid Harpoon], from_album[Harrys House])",As It Was genres synth-pop. As It Was publication year 2022. As It Was record label Columbia Records. As It Was performer Harry Styles. As It Was rating excellent. As It Was producer Kid Harpoon. As It Was from album Harrys House. As It Was domain songs.,inform,0,,,8,100
"inform(name[Macarena], genres[music of Latin America], record_label[Inc.], publication_year[1993], performer[Los del Río], producer[Los del Río], from_album[A mí me gusta], rating[excellent])",Macarena genres music of Latin America. Macarena record label Inc.. Macarena publication year 1993. Macarena performer Los del Río. Macarena producer Los del Río. Macarena from album A mí me gusta. Macarena rating excellent. Macarena domain songs.,inform,0,,,8,100
"inform(name[Littlest Things], genres[contemporary R&B], publication_year[2006], producer[Mark Ronson], record_label[Regal Recordings], from_album[Alright], rating[good], performer[Lily Allen])",Littlest Things genres contemporary R&B. Littlest Things publication year 2006. Littlest Things producer Mark Ronson. Littlest Things record label Regal Recordings. Littlest Things from album Alright. Littlest Things rating good. Littlest Things performer Lily Allen. Littlest Things domain songs.,inform,0,,,8,100
"inform(name[Stairway to Heaven], genres[progressive rock], producer[Jimmy Page], record_label[Atlantic Records], performer[Led Zeppelin], from_album[Led Zeppelin IV], rating[excellent], publication_year[1971])",Stairway to Heaven genres progressive rock. Stairway to Heaven producer Jimmy Page. Stairway to Heaven record label Atlantic Records. Stairway to Heaven performer Led Zeppelin. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven rating excellent. Stairway to Heaven publication year 1971. Stairway to Heaven domain songs.,inform,1,,performer,8,87.5
"inform(name[Poison], genres[dance-pop], performer[Nicole Scherzinger], rating[excellent], producer[RedOne], publication_year[2010], record_label[Interscope Records], from_album[Killer Love])",Poison genres dance-pop. Poison performer Nicole Scherzinger. Poison rating excellent. Poison producer RedOne. Poison publication year 2010. Poison record label Interscope Records. Poison from album Killer Love. Poison domain songs.,inform,0,,,8,100
"inform(name[Evolution], genres[nu metal], producer[Atticus Ross], from_album[Untitled Korn album], publication_year[2007], performer[Korn], record_label[EMI], rating[excellent])",Evolution genres nu metal. Evolution producer Atticus Ross. Evolution from album Untitled Korn album. Evolution publication year 2007. Evolution performer Korn. Evolution record label EMI. Evolution rating excellent. Evolution domain songs.,inform,1,,performer,8,87.5
"inform(name[Money for Nothing], genres[rock music], publication_year[1985], rating[excellent], record_label[Vertigo], performer[Dire Straits], producer[Mark Knopfler], from_album[Brothers in Arms])",Money for Nothing genres rock music. Money for Nothing publication year 1985. Money for Nothing rating excellent. Money for Nothing record label Vertigo. Money for Nothing performer Dire Straits. Money for Nothing producer Mark Knopfler. Money for Nothing from album Brothers in Arms. Money for Nothing domain songs.,inform,0,,,8,100
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], rating[good], record_label[Def Jam Recordings], producer[Swizz Beatz], publication_year[1998], performer[DMX, Jay-Z], from_album[Vol. 2... Hard Knock Life])","Money, Cash, Hoes genres East Coast hip hop. Money, Cash, Hoes rating good. Money, Cash, Hoes record label Def Jam Recordings. Money, Cash, Hoes producer Swizz Beatz. Money, Cash, Hoes publication year 1998. Money, Cash, Hoes performer DMX, Jay-Z. Money, Cash, Hoes from album Vol. 2... Hard Knock Life. Money, Cash, Hoes domain songs.",inform,0,,,8,100
"inform(name[Dog Eat Dog], genres[new wave], producer[Chris Hughes], record_label[Sony Music], publication_year[1980], from_album[Kings of the Wild Frontier], performer[Adam and the Ants], rating[good])",Dog Eat Dog genres new wave. Dog Eat Dog producer Chris Hughes. Dog Eat Dog record label Sony Music. Dog Eat Dog publication year 1980. Dog Eat Dog from album Kings of the Wild Frontier. Dog Eat Dog performer Adam and the Ants. Dog Eat Dog rating good. Dog Eat Dog domain songs.,inform,0,,,8,100
"inform(name[Wild], genres[synth-pop], performer[Troye Sivan], record_label[Universal Music Australia], publication_year[2015], from_album[Blue Neighbourhood], rating[excellent], producer[Alex Hope])",Wild genres synth-pop. Wild performer Troye Sivan. Wild record label Universal Music Australia. Wild publication year 2015. Wild from album Blue Neighbourhood. Wild rating excellent. Wild producer Alex Hope. Wild domain songs.,inform,0,,,8,100
"inform(name[Old Town Road], genres[Southern hip hop], publication_year[2018], record_label[Columbia Records], rating[excellent], producer[Trent Reznor], performer[Lil Nas X], from_album[7])",Old Town Road genres Southern hip hop. Old Town Road publication year 2018. Old Town Road record label Columbia Records. Old Town Road rating excellent. Old Town Road producer Trent Reznor. Old Town Road performer Lil Nas X. Old Town Road from album 7. Old Town Road domain songs.,inform,0,,,8,100
"inform(name[Kings of the Wild Frontier], genres[post-punk], rating[good], producer[Chris Hughes], performer[Adam and the Ants], publication_year[1980], record_label[Sony Music], from_album[Kings of the Wild Frontier])",Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier rating good. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier performer Adam and the Ants. Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier record label Sony Music. Kings of the Wild Frontier from album Kings of the Wild Frontier. Kings of the Wild Frontier domain songs.,inform,0,,,8,100
"inform(name[Viva la Vida], genres[baroque pop], record_label[Parlophone], rating[excellent], from_album[Viva la Vida or Death and All His Friends], producer[Rik Simpson], publication_year[2008], performer[Coldplay])",Viva la Vida genres baroque pop. Viva la Vida record label Parlophone. Viva la Vida rating excellent. Viva la Vida from album Viva la Vida or Death and All His Friends. Viva la Vida producer Rik Simpson. Viva la Vida publication year 2008. Viva la Vida performer Coldplay. Viva la Vida domain songs.,inform,1,from_album,,8,87.5
"inform(name[I Still...], genres[pop music], publication_year[2005], producer[Max Martin], from_album[Never Gone], record_label[Jive Records], performer[Backstreet Boys], rating[excellent])",I Still... genres pop music. I Still... publication year 2005. I Still... producer Max Martin. I Still... from album Never Gone. I Still... record label Jive Records. I Still... performer Backstreet Boys. I Still... rating excellent. I Still... domain songs.,inform,0,,,8,100
"inform(name[Style], genres[funk], producer[Shellback], record_label[Republic Records], publication_year[2015], performer[Taylor Swift], from_album[1989], rating[excellent])",Style genres funk. Style producer Shellback. Style record label Republic Records. Style publication year 2015. Style performer Taylor Swift. Style from album 1989. Style rating excellent. Style domain songs.,inform,0,,,8,100
"inform(name[Right Here, Right Now], genres[funk], record_label[Inc.], performer[Giorgio Moroder], producer[Giorgio Moroder], publication_year[2015], from_album[Déjà Vu], rating[good])","Right Here, Right Now genres funk. Right Here, Right Now record label Inc.. Right Here, Right Now performer Giorgio Moroder. Right Here, Right Now producer Giorgio Moroder. Right Here, Right Now publication year 2015. Right Here, Right Now from album Déjà Vu. Right Here, Right Now rating good. Right Here, Right Now domain songs.",inform,0,,,8,100
"inform(name[Old Town Road], genres[country rap], record_label[Columbia Records], publication_year[2018], rating[excellent], performer[Lil Nas X], from_album[7], producer[Atticus Ross])",Old Town Road genres country rap. Old Town Road record label Columbia Records. Old Town Road publication year 2018. Old Town Road rating excellent. Old Town Road performer Lil Nas X. Old Town Road from album 7. Old Town Road producer Atticus Ross. Old Town Road domain songs.,inform,0,,,8,100
"inform(name[Evolution], genres[nu metal], performer[Korn], publication_year[2007], record_label[EMI], from_album[Untitled Korn album], producer[Atticus Ross], rating[excellent])",Evolution genres nu metal. Evolution performer Korn. Evolution publication year 2007. Evolution record label EMI. Evolution from album Untitled Korn album. Evolution producer Atticus Ross. Evolution rating excellent. Evolution domain songs.,inform,1,,performer,8,87.5
"inform(name[Habibi], genres[dancehall], rating[excellent], record_label[Sony Music], from_album[N/A], producer[Costi Ioniță], publication_year[2014], performer[Mohombi, Costi Ioniță])","Habibi genres dancehall. Habibi rating excellent. Habibi record label Sony Music. Habibi from album N/A. Habibi producer Costi Ioniță. Habibi publication year 2014. Habibi performer Mohombi, Costi Ioniță. Habibi domain songs.",inform,1,,producer,8,87.5
"inform(name[Seven Nation Army], genres[alternative rock], from_album[Elephant], rating[excellent], producer[Jack White], performer[The White Stripes], record_label[XL Recordings], publication_year[2003])",Seven Nation Army genres alternative rock. Seven Nation Army from album Elephant. Seven Nation Army rating excellent. Seven Nation Army producer Jack White. Seven Nation Army performer The White Stripes. Seven Nation Army record label XL Recordings. Seven Nation Army publication year 2003. Seven Nation Army domain songs.,inform,0,,,8,100
"inform(name[As It Was], genres[synth-pop], publication_year[2022], record_label[Columbia Records], from_album[Harrys House], performer[Harry Styles], producer[Kid Harpoon], rating[excellent])",As It Was genres synth-pop. As It Was publication year 2022. As It Was record label Columbia Records. As It Was from album Harrys House. As It Was performer Harry Styles. As It Was producer Kid Harpoon. As It Was rating excellent. As It Was domain songs.,inform,0,,,8,100
"inform(name[Mr. Brightside], genres[indie rock], performer[The Killers], publication_year[2003], producer[The Killers], rating[excellent], from_album[Hot Fuss], record_label[Island Records])",Mr. Brightside genres indie rock. Mr. Brightside performer The Killers. Mr. Brightside publication year 2003. Mr. Brightside producer The Killers. Mr. Brightside rating excellent. Mr. Brightside from album Hot Fuss. Mr. Brightside record label Island Records. Mr. Brightside domain songs.,inform,0,,,8,100
"inform(name[Blurred Lines], genres[contemporary R&B], performer[Robin Thicke, Pharrell Williams], publication_year[2013], from_album[Blurred Lines], record_label[Universal Music Group], producer[Pharrell Williams], rating[excellent])","Blurred Lines genres contemporary R&B. Blurred Lines performer Robin Thicke, Pharrell Williams. Blurred Lines publication year 2013. Blurred Lines from album Blurred Lines. Blurred Lines record label Universal Music Group. Blurred Lines producer Pharrell Williams. Blurred Lines rating excellent. Blurred Lines domain songs.",inform,1,,producer,8,87.5
"inform(name[Blinding Lights], genres[synthwave], performer[The Weeknd], producer[The Weeknd], publication_year[2019], record_label[Republic Records], rating[excellent], from_album[The Weeknd singles discography])",Blinding Lights genres synthwave. Blinding Lights performer The Weeknd. Blinding Lights producer The Weeknd. Blinding Lights publication year 2019. Blinding Lights record label Republic Records. Blinding Lights rating excellent. Blinding Lights from album The Weeknd singles discography. Blinding Lights domain songs.,inform,0,,,8,100
"inform(name[I Was Gonna Cancel], genres[synth-pop], from_album[Kiss Me Once], performer[Kylie Minogue], record_label[Parlophone], rating[good], publication_year[2014], producer[Pharrell Williams])",I Was Gonna Cancel genres synth-pop. I Was Gonna Cancel from album Kiss Me Once. I Was Gonna Cancel performer Kylie Minogue. I Was Gonna Cancel record label Parlophone. I Was Gonna Cancel rating good. I Was Gonna Cancel publication year 2014. I Was Gonna Cancel producer Pharrell Williams. I Was Gonna Cancel domain songs.,inform,0,,,8,100
"inform(name[Seven Nation Army], genres[alternative rock], producer[Jack White], from_album[Elephant], performer[The White Stripes], record_label[XL Recordings], publication_year[2003], rating[excellent])",Seven Nation Army genres alternative rock. Seven Nation Army producer Jack White. Seven Nation Army from album Elephant. Seven Nation Army performer The White Stripes. Seven Nation Army record label XL Recordings. Seven Nation Army publication year 2003. Seven Nation Army rating excellent. Seven Nation Army domain songs.,inform,0,,,8,100
"inform(name[Take My Breath Away], genres[synth-pop], performer[Berlin], publication_year[1986], from_album[Top Gun – Original Motion Picture Soundtrack], record_label[Geffen Records], producer[Giorgio Moroder], rating[excellent])",Take My Breath Away genres synth-pop. Take My Breath Away performer Berlin. Take My Breath Away publication year 1986. Take My Breath Away from album Top Gun – Original Motion Picture Soundtrack. Take My Breath Away record label Geffen Records. Take My Breath Away producer Giorgio Moroder. Take My Breath Away rating excellent. Take My Breath Away domain songs.,inform,0,,,8,100
"inform(name[Marilyn Monroe], genres[funk], publication_year[2014], rating[excellent], record_label[Columbia Records], from_album[Girl], producer[Pharrell Williams], performer[Pharrell Williams])",Marilyn Monroe genres funk. Marilyn Monroe publication year 2014. Marilyn Monroe rating excellent. Marilyn Monroe record label Columbia Records. Marilyn Monroe from album Girl. Marilyn Monroe producer Pharrell Williams. Marilyn Monroe performer Pharrell Williams. Marilyn Monroe domain songs.,inform,0,,,8,100
"inform(name[Kings of the Wild Frontier], genres[post-punk], rating[good], performer[Adam and the Ants], producer[Chris Hughes], publication_year[1980], from_album[Kings of the Wild Frontier], record_label[Sony Music])",Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier rating good. Kings of the Wild Frontier performer Adam and the Ants. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier from album Kings of the Wild Frontier. Kings of the Wild Frontier record label Sony Music. Kings of the Wild Frontier domain songs.,inform,0,,,8,100
"inform(name[Y.M.C.A.], genres[disco], record_label[Casablanca Records], rating[excellent], from_album[Cruisin], producer[Jacques Morali], performer[Village People], publication_year[1978])",Y.M.C.A. genres disco. Y.M.C.A. record label Casablanca Records. Y.M.C.A. rating excellent. Y.M.C.A. from album Cruisin. Y.M.C.A. producer Jacques Morali. Y.M.C.A. performer Village People. Y.M.C.A. publication year 1978. Y.M.C.A. domain songs.,inform,0,,,8,100
"inform(name[For a Friend], genres[pop music], from_album[Red], publication_year[1988], record_label[London], performer[The Communards], rating[mediocre], producer[Stephen Hague])",For a Friend genres pop music. For a Friend from album Red. For a Friend publication year 1988. For a Friend record label London. For a Friend performer The Communards. For a Friend rating mediocre. For a Friend producer Stephen Hague. For a Friend domain songs.,inform,0,,,8,100
"inform(name[Stereotypes], genres[Britpop], record_label[Food Records], rating[good], publication_year[1996], from_album[The Great Escape], producer[Stephen Street], performer[Blur])",Stereotypes genres Britpop. Stereotypes record label Food Records. Stereotypes rating good. Stereotypes publication year 1996. Stereotypes from album The Great Escape. Stereotypes producer Stephen Street. Stereotypes performer Blur. Stereotypes domain songs.,inform,0,,,8,100
"inform(name[About Damn Time], genres[funk], record_label[Atlantic Records], performer[Lizzo], from_album[N/A], producer[Ricky Reed], publication_year[2022], rating[good])",About Damn Time genres funk. About Damn Time record label Atlantic Records. About Damn Time performer Lizzo. About Damn Time from album N/A. About Damn Time producer Ricky Reed. About Damn Time publication year 2022. About Damn Time rating good. About Damn Time domain songs.,inform,0,,,8,100
"inform(name[Macarena], genres[music of Latin America], from_album[A mí me gusta], rating[excellent], record_label[Inc.], producer[Los del Río], performer[Los del Río], publication_year[1993])",Macarena genres music of Latin America. Macarena from album A mí me gusta. Macarena rating excellent. Macarena record label Inc.. Macarena producer Los del Río. Macarena performer Los del Río. Macarena publication year 1993. Macarena domain songs.,inform,0,,,8,100
"inform(name[Hold My Hand], genres[arena rock], performer[Lady Gaga], record_label[Interscope Records], from_album[N/A], producer[Lady Gaga], publication_year[2022], rating[good])",Hold My Hand genres arena rock. Hold My Hand performer Lady Gaga. Hold My Hand record label Interscope Records. Hold My Hand from album N/A. Hold My Hand producer Lady Gaga. Hold My Hand publication year 2022. Hold My Hand rating good. Hold My Hand domain songs.,inform,0,,,8,100
"inform(name[Marilyn Monroe], genres[funk], performer[Pharrell Williams], publication_year[2014], producer[Pharrell Williams], record_label[Columbia Records], rating[excellent], from_album[Girl])",Marilyn Monroe genres funk. Marilyn Monroe performer Pharrell Williams. Marilyn Monroe publication year 2014. Marilyn Monroe producer Pharrell Williams. Marilyn Monroe record label Columbia Records. Marilyn Monroe rating excellent. Marilyn Monroe from album Girl. Marilyn Monroe domain songs.,inform,0,,,8,100
"inform(name[The Way I Are], genres[pop music], producer[Joel Little], publication_year[2017], rating[excellent], from_album[All Your Fault: Pt. 2], record_label[Warner Bros. Records], performer[Bebe Rexha])",The Way I Are genres pop music. The Way I Are producer Joel Little. The Way I Are publication year 2017. The Way I Are rating excellent. The Way I Are from album All Your Fault: Pt. 2. The Way I Are record label Warner Bros. Records. The Way I Are performer Bebe Rexha. The Way I Are domain songs.,inform,0,,,8,100
"inform(name[Blinding Lights], genres[synthwave], rating[excellent], from_album[The Weeknd singles discography], performer[The Weeknd], record_label[Republic Records], publication_year[2019], producer[Max Martin])",Blinding Lights genres synthwave. Blinding Lights rating excellent. Blinding Lights from album The Weeknd singles discography. Blinding Lights performer The Weeknd. Blinding Lights record label Republic Records. Blinding Lights publication year 2019. Blinding Lights producer Max Martin. Blinding Lights domain songs.,inform,1,,performer,8,87.5
"inform(name[I Still...], genres[pop music], from_album[Never Gone], performer[Backstreet Boys], publication_year[2005], rating[excellent], producer[Max Martin], record_label[Jive Records])",I Still... genres pop music. I Still... from album Never Gone. I Still... performer Backstreet Boys. I Still... publication year 2005. I Still... rating excellent. I Still... producer Max Martin. I Still... record label Jive Records. I Still... domain songs.,inform,0,,,8,100
"inform(name[The Way I Are], genres[pop music], producer[Joel Little], publication_year[2017], performer[Bebe Rexha], from_album[All Your Fault: Pt. 2], record_label[Warner Bros. Records], rating[excellent])",The Way I Are genres pop music. The Way I Are producer Joel Little. The Way I Are publication year 2017. The Way I Are performer Bebe Rexha. The Way I Are from album All Your Fault: Pt. 2. The Way I Are record label Warner Bros. Records. The Way I Are rating excellent. The Way I Are domain songs.,inform,0,,,8,100
"inform(name[Cold Heart], genres[disco], from_album[N/A""], record_label[Virgin EMI Records], publication_year[2021], performer[Dua Lipa, Elton John], rating[good], producer[Pnau])","Cold Heart genres disco. Cold Heart from album N/A"". Cold Heart record label Virgin EMI Records. Cold Heart publication year 2021. Cold Heart performer Dua Lipa, Elton John. Cold Heart rating good. Cold Heart producer Pnau. Cold Heart domain songs.",inform,0,,,8,100
