mr,text,word counts,,pred,,num_triples,num_hops,popularity,scores,,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"inform(name[Get Up!], genres[nu metal], rating[excellent], is_from_album[True], record_label[Roadrunner Records], instance_of[single], from_album[The Path of Totality], publication_year[2011])",Get Up! is an excellent nu metal single from the 2011 album The Path of Totality by Roadrunner Records.,19,,inform,#REF!,8,1,not so popular,0.89079595,,#REF!,0.007367617894,135.7290802,10.58033155,match_scores,Get Up!,#REF!
"inform(name[Somebody That I Used to Know], genres[indie pop], instance_of[single], producer[Gotye], publication_year[2011], record_label[Universal Music Group], is_from_album[True], from_album[Making Mirrors])inform(name[Viva la Vida], genres[baroque pop], publication_year[2008], performer[Coldplay], instance_of[single], is_from_album[True], record_label[Parlophone], rating[excellent])",Somebody That I Used to Know is an excellent 2008 baroque pop single released by Gotye on the Parlophone label from the album Making Mirrors featuring Coldplay.,27,,inform,#REF!,,1,popular,0.70624274,,#REF!,0.01101993875,90.74460602,11.56809589,match_scores,Somebody That I Used to Know,#REF!
"inform(name[Careless Whisper], genres[pop music], publication_year[1984], record_label[Columbia Records], performer[George Michael], producer[George Michael], rating[excellent], from_album[Make It Big])",Careless Whisper is a 1984 pop music song by George Michael. It was released by Columbia Records and produced by George Michael himself. It is rated as excellent and is from the album Make It Big.,36,,inform,#REF!,8,1,popular,0.8426008,,#REF!,0.02731954954,36.60382462,6.534878511,match_scores,Careless Whisper,#REF!
"inform(name[Stereotypes], genres[Britpop], performer[Blur], record_label[Food Records], from_album[The Great Escape], producer[Stephen Street], instance_of[single], is_from_album[True])"," Stereotypes is a Britpop single by Blur from the album The Great Escape, produced by Stephen Street and released on Food Records.",22,,inform,#REF!,8,1,not so popular,0.8468747,,#REF!,0.009674739012,103.3619614,9.410489958,match_scores,Stereotypes,#REF!
"inform(name[Cold Heart], genres[disco], publication_year[2021], rating[good], is_from_album[False], record_label[Virgin EMI Records], instance_of[single], producer[Pnau])",Cold Heart is a 2021 good disco single from Virgin EMI Records and produced by Pnau.,16,,inform,#REF!,8,1,popular,0.9246527,,#REF!,0.002313028219,432.3336792,6.019608769,match_scores,Cold Heart,#REF!
"inform(name[Somebody That I Used to Know], genres[art pop], from_album[Making Mirrors], rating[excellent], producer[Gotye], record_label[Eleven: A Music Company], publication_year[2011], performer[Gotye, Kimbra])",Somebody That I Used to Know is an excellent art pop song from the album Making Mirrors by Gotye featuring Kimbra. It was published in 2011 by Eleven: A Music Company and produced by Gotye.,35,,inform,#REF!,8,1,popular,0.83150715,,#REF!,0.0128708538,77.6949234,18.14413802,match_scores,Somebody That I Used to Know,#REF!
"inform(name[Stairway to Heaven], genres[hard rock], from_album[Led Zeppelin IV], rating[excellent], instance_of[musical work/composition], record_label[Atlantic Records], publication_year[1971], performer[Led Zeppelin])"," Stairway to Heaven, an excellent hard rock song, was released in 1971 on Led Zeppelin IV by Atlantic Records and performed by Led Zeppelin.",24,,inform,#REF!,8,1,popular,0.90036875,,#REF!,0.03342484202,29.91786766,5.320425345,match_scores,Stairway to Heaven,#REF!
"inform(name[Waka Waka], genres[pop music], performer[Freshlyground, Shakira], publication_year[2010], rating[excellent], is_from_album[True], record_label[Epic Records], instance_of[song])",Waka Waka is an excellent pop song released by Freshlyground and Shakira in 2010 from the Epic Records album.,19,,inform,#REF!,8,1,popular,0.9079193,,#REF!,0.008535439964,117.158577,6.228496954,match_scores,Waka Waka,#REF!
"inform(name[Black Barbies], genres[hip hop music], performer[Nicki Minaj], rating[excellent], instance_of[song], producer[Mike WiLL Made-It], publication_year[2016], is_from_album[False])"," Black Barbies is an excellent hip hop music song by Nicki Minaj, produced by Mike WiLL Made-It in 2016.",19,,inform,#REF!,8,1,not so popular,0.9470224,,#REF!,0.02406748193,41.54983902,5.9080024,match_scores,Black Barbies,#REF!
"inform(name[I Still...], genres[pop music], producer[Max Martin], rating[excellent], performer[Backstreet Boys], from_album[Never Gone], publication_year[2005], is_from_album[True])"," I Still... by Backstreet Boys is an excellent pop song produced by Max Martin, from their 2005 album Never Gone.",20,,inform,#REF!,8,1,not so popular,0.8165016,,#REF!,0.006613149427,151.2138824,20.18515982,match_scores,I Still...,#REF!
"inform(name[Over It], genres[sentimental ballad], from_album[Katharine McPhee], rating[good], performer[Katharine McPhee], publication_year[2007], instance_of[single], is_from_album[True])",Over It is a sentimental ballad performed by Katharine McPhee from her 2007 album Katharine McPhee. It has a good rating.,21,,inform,#REF!,8,1,not so popular,0.9116045,,#REF!,0.01711466461,58.42942429,4.14114133,match_scores,Over It,#REF!
"recommend(name[Stairway to Heaven], record_label[Atlantic Records])",Have you heard of Stairway to Heaven from Atlantic Records?,10,,recommend,#REF!,2,1,popular,0.87776923,,#REF!,0.0223056931,44.831604,8.913765521,match_scores,Stairway to Heaven,#REF!
"recommend(name[Que Calor], is_from_album[True])",Have you listened to Que Calor? It's from an album.,10,,recommend,#REF!,2,1,not so popular,0.6239869,,#REF!,0.004966030927,201.3680573,6.772997137,match_scores,Que Calor,#REF!
"recommend(name[Stargazing], publication_year[2017])",Have you heard the song Stargazing from 2017?,8,,recommend,#REF!,2,1,not so popular,0.84919536,,#REF!,0.004852952992,206.0601044,5.669791111,match_scores_PPL,Stargazing,#REF!
"recommend(name[Cold Heart], producer[Pnau])",Have you heard the song Cold Heart by Pnau?,9,,recommend,#REF!,2,1,popular,0.8345439,,#REF!,0.00501590815,199.3656921,9.287529,match_scores,Cold Heart,#REF!
"recommend(name[Mad Love], genres[electropop])",Have you heard the electropop song Mad Love?,8,,recommend,#REF!,2,1,not so popular,0.81242627,,#REF!,0.003860155591,259.0569153,9.535414041,match_scores_PPL,Mad Love,#REF!
"recommend(name[Feel Again], from_album[Native])",Have you heard the song Feel Again from the album Native?,11,,recommend,#REF!,2,1,not so popular,0.6338301,,#REF!,0.004745851526,210.7103424,7.495553473,match_scores_PPL,Feel Again,#REF!
"recommend(name[Stereotypes], producer[Stephen Street])",Have you heard the song Stereotypes by Stephen Street?,9,,recommend,#REF!,2,1,not so popular,0.8410996,,#REF!,0.008357850042,119.647995,9.287529,match_scores,Stereotypes,#REF!
"recommend(name[Money, Cash, Hoes], performer[DMX, Jay-Z])"," Have you heard the song Money, Cash, Hoes by DMX and Jay-Z?",12,,recommend,#REF!,2,1,not so popular,0.8935262,,#REF!,0.01206464237,82.88683319,25.74866102,match_scores_PPL,"Money, Cash, Hoes",#REF!
"recommend(name[Old Town Road], is_from_album[True])",Have you heard the song Old Town Road? It's from an album.,12,,recommend,#REF!,2,1,popular,0.500886,,#REF!,0.01753952824,57.01407623,10.57107086,match_scores_PPL,Old Town Road,#REF!
"recommend(name[Dog Eat Dog], publication_year[1980])",Have you heard of the song Dog Eat Dog from 1980?,11,,recommend,#REF!,2,1,not so popular,0.8517184,,#REF!,0.01038109366,96.32896423,13.54599427,match_scores,Dog Eat Dog,#REF!
"recommend(name[Macarena], instance_of[musical work/composition])",Have you heard the song Macarena? It's a great musical work and composition.,13,,recommend,#REF!,2,1,popular,0.6713059,,#REF!,0.01652094209,60.52923584,2.62796171,match_scores,Macarena,#REF!
"recommend(name[Blinding Lights], instance_of[single])",Have you heard the song Blinding Lights? It's a really good single.,12,,recommend,#REF!,2,1,popular,0.71704346,,#REF!,0.02382039547,41.98083115,5.679677445,match_scores,Blinding Lights,#REF!
"recommend(name[Mr. Brightside], is_from_album[True])",Have you heard of Mr. Brightside? It's a great song from an album.,13,,recommend,#REF!,2,1,popular,0.46601567,,#REF!,0.02562273768,39.02783585,9.103526406,match_scores,Mr. Brightside,#REF!
"recommend(name[Dog Eat Dog], from_album[Kings of the Wild Frontier])",Have you heard the song Dog Eat Dog from the album Kings of the Wild Frontier?,16,,suggest,#REF!,2,1,not so popular,0.83338225,,#REF!,0.009539691264,104.8251953,11.20375434,all_scores_PPL,Dog Eat Dog,#REF!
"recommend(name[As It Was], producer[Kid Harpoon])",Have you heard of the song As It Was by Kid Harpoon?,12,,recommend,#REF!,2,1,popular,0.77441764,,#REF!,0.006398290457,156.291748,14.45892467,match_scores,As It Was,#REF!
"recommend(name[Right Here, Right Now], is_from_album[True])"," Have you heard the song 'Right Here, Right Now' from the album? It's really good.",15,,recommend,#REF!,2,1,not so popular,0.4662828,,#REF!,0.05139695474,19.45640564,7.994607499,match_scores,"Right Here, Right Now",#REF!
"recommend(name[Dragostea Din Tei], performer[O-Zone])",Have you heard the song Dragostea Din Tei by O-Zone?,10,,recommend,#REF!,2,1,popular,0.8998373,,#REF!,0.002364753567,422.8770447,14.99110695,match_scores_PPL,Dragostea Din Tei,#REF!
"recommend(name[Waka Waka], performer[Freshlyground, Shakira])",Have you heard the song Waka Waka by Freshlyground and Shakira?,11,,recommend,#REF!,2,1,popular,0.9219779,,#REF!,0.008499629756,117.6521835,8.054496385,match_scores_PPL,Waka Waka,#REF!
"recommend(name[I], performer[Kendrick Lamar])",Have you heard Kendrick Lamar's songs? I think you'll like them.,11,,recommend,#REF!,2,1,popular,0.7744199,,#REF!,0.03031002378,32.99238586,3.673526563,match_scores,I,#REF!
"recommend(name[Y.M.C.A.], producer[Jacques Morali])",Have you heard of the song Y.M.C.A. by Jacques Morali?,10,,recommend,#REF!,2,1,popular,0.87288105,,#REF!,0.01529050882,65.4000473,42.51768826,match_scores,Y.M.C.A.,#REF!
"recommend(name[Stargazing], from_album[Stargazing])",Have you heard the song Stargazing from the album Stargazing yet?,11,,recommend,#REF!,2,1,not so popular,0.8357567,,#REF!,0.01132072017,88.33360291,4.027248192,match_scores,Stargazing,#REF!
"recommend(name[Somebody That I Used to Know], producer[Gotye])",Have you heard of the song Somebody That I Used to Know by Gotye?,14,,recommend,#REF!,2,1,popular,0.7361212,,#REF!,0.02152525989,46.45704651,18.20705281,match_scores_PPL,Somebody That I Used to Know,#REF!
"recommend(name[Careless Whisper], instance_of[musical work/composition])",Do you know the song Careless Whisper? It's a great composition.,11,,recommend,#REF!,2,1,popular,0.50384307,,#REF!,0.01781507979,56.13222122,6.178110636,match_scores,Careless Whisper,#REF!
"recommend(name[Habibi], instance_of[single])"," Do you know Habibi, the single? It's a great song.",10,,recommend,#REF!,2,1,not so popular,0.76275575,,#REF!,0.01083686309,92.27762604,3.089055318,match_scores,Habibi,#REF!
"recommend(name[Mr. Brightside], instance_of[single])",Have you heard of the song Mr. Brightside? It's a great single.,12,,recommend,#REF!,2,1,popular,0.7024131,,#REF!,0.03348781001,29.86161232,9.782375749,match_scores_PPL,Mr. Brightside,#REF!
"recommend(name[Hold My Hand], genres[arena rock])",Have you heard the arena rock song Hold My Hand?,10,,recommend,#REF!,2,1,popular,0.8166275,,#REF!,0.005907507698,169.276123,13.95079697,match_scores_PPL,Hold My Hand,#REF!
"recommend(name[Take My Breath Away], from_album[Top Gun – Original Motion Picture Soundtrack])",Have you heard the song Take My Breath Away from the Top Gun – Original Motion Picture Soundtrack?,18,,recommend,#REF!,2,1,popular,0.9075512,,#REF!,0.02472287629,40.44836807,43.9316037,match,Take My Breath Away,#REF!
"recommend(name[Sweet Home Alabama], producer[Al Kooper])",Have you heard the song Sweet Home Alabama by Al Kooper?,11,,recommend,#REF!,2,1,popular,0.88972694,,#REF!,0.01341518446,74.54239655,15.85116569,match_scores_PPL,Sweet Home Alabama,#REF!
"recommend(name[Blurred Lines], genres[contemporary R&B])",Have you heard the song Blurred Lines yet? It's a contemporary R&B.,12,,recommend,#REF!,2,1,popular,0.7839665,,#REF!,0.02396044129,41.73545837,11.44707843,match_scores,Blurred Lines,#REF!
"recommend(name[Mr. Brightside], producer[The Killers])",Have you listened to Mr. Brightside by The Killers?,9,,recommend,#REF!,2,1,popular,0.81019986,,#REF!,0.01146573951,87.21635437,17.54219848,match_scores,Mr. Brightside,#REF!
"recommend(name[Apple Shampoo], record_label[MCA Records])",Have you heard the song Apple Shampoo by MCA Records?,10,,recommend,#REF!,2,1,not so popular,0.8845442,,#REF!,0.00632839092,158.0180511,8.295193507,match_scores_PPL,Apple Shampoo,#REF!
"recommend(name[Blinding Lights], publication_year[2019])",Have you heard the song Blinding Lights from 2019?,9,,recommend,#REF!,2,1,popular,0.84258795,,#REF!,0.005130040853,194.9302216,9.287529,match_scores,Blinding Lights,#REF!
"recommend(name[I Was Gonna Cancel], genres[synth-pop])",Have you heard the synth-pop song I Was Gonna Cancel?,10,,recommend,#REF!,2,1,not so popular,0.807786,,#REF!,0.009445911039,105.8659134,23.46235032,match_scores,I Was Gonna Cancel,#REF!
"recommend(name[The Way I Are], from_album[All Your Fault: Pt. 2])",Have you heard of The Way I Are from All Your Fault: Pt. 2?,14,,recommend,#REF!,2,1,not so popular,0.82622164,,#REF!,0.008343193263,119.8581848,49.628227,match_scores,The Way I Are,#REF!
"recommend(name[Sweet Home Alabama], is_from_album[True])",Do you know the song Sweet Home Alabama? It's from an album.,12,,recommend,#REF!,2,1,popular,0.6340297,,#REF!,0.02298881621,43.49941254,10.57107086,match_scores,Sweet Home Alabama,#REF!
"recommend(name[I Was Gonna Cancel], record_label[Parlophone])",Have you heard the song I Was Gonna Cancel from Parlophone?,11,,recommend,#REF!,2,1,not so popular,0.7644006,,#REF!,0.009728057912,102.7954407,22.4169335,match_scores,I Was Gonna Cancel,#REF!
"recommend(name[Poison], publication_year[2010])",Have you heard of the song Poison released in 2010?,10,,recommend,#REF!,2,1,not so popular,0.73402756,,#REF!,0.008839948918,113.1228256,4.456882761,match,Poison,#REF!
"recommend(name[Cold Heart], is_from_album[False])",Have you heard the song Cold Heart? It's really great.,10,,recommend,#REF!,2,1,popular,0.5067211,,#REF!,0.01986717977,50.33427048,6.772997137,match_scores,Cold Heart,#REF!
"recommend(name[Old Town Road], instance_of[single])"," Have you heard of the popular single, Old Town Road?",10,,recommend,#REF!,2,1,popular,0.732922,,#REF!,0.008661502137,115.4534149,12.60596809,match_scores,Old Town Road,#REF!
"recommend(name[Break My Soul], instance_of[single])",Do you know the song Break My Soul? It's a great single.,12,,recommend,#REF!,2,1,popular,0.70763195,,#REF!,0.01543964202,64.76834106,10.57107086,match_scores,Break My Soul,#REF!
"recommend(name[Money for Nothing], genres[rock music])recommend(name[Littlest Things], producer[Mark Ronson])"," Have you heard of Money for Nothing, the rock music song produced by Mark Ronson?",15,,recommend,#REF!,4,1,popular,0.8068885,,#REF!,0.01689425834,59.19170761,5.439330544,match_scores,Money for Nothing,#REF!
"recommend(name[Sweet Home Alabama], genres[rock music])"," Have you heard of the rock music song, Sweet Home Alabama?",11,,recommend,#REF!,2,1,popular,0.87692094,,#REF!,0.01795251088,55.70251465,11.49875956,match_scores,Sweet Home Alabama,#REF!
"recommend(name[Blinding Lights], performer[The Weeknd])",Have you heard the song Blinding Lights by The Weeknd?,10,,recommend,#REF!,2,1,popular,0.822118,,#REF!,0.01717561216,58.22208786,10.60031338,match_scores_PPL,Blinding Lights,#REF!
"recommend(name[Every Breath You Take], record_label[A&M Records])",Have you listened to Every Breath You Take? It's from A&M Records.,12,,recommend,#REF!,2,1,popular,0.82035047,,#REF!,0.02588008367,38.63975143,30.62049088,match_scores,Every Breath You Take,#REF!
"recommend(name[Que Calor], genres[Latin music])",Have you heard the Latin music song Que Calor?,9,,recommend,#REF!,2,1,not so popular,0.87386775,,#REF!,0.002479247425,403.3482056,9.287529,match_scores_PPL,Que Calor,#REF!
"recommend(name[Black Barbies], is_from_album[False])",Have you heard of Black Barbies? It's a great song.,10,,recommend,#REF!,2,1,not so popular,0.6312469,,#REF!,0.02060058909,48.54230118,6.772997137,match_scores,Black Barbies,#REF!
"recommend(name[Poison], is_from_album[True])",Have you heard the song Poison from the album?,9,,recommend,#REF!,2,1,not so popular,0.38373888,,#REF!,0.008120317391,123.1478958,4.196114906,match_scores,Poison,#REF!
"recommend(name[Macarena], publication_year[1993])",Have you heard of the song Macarena from 1993?,9,,recommend,#REF!,2,1,popular,0.81735206,,#REF!,0.01337629767,74.75910187,4.990049702,match_scores_PPL,Macarena,#REF!
"recommend(name[Que Calor], producer[Diplo])",Have you heard the song Que Calor by Diplo?,9,,recommend,#REF!,2,1,not so popular,0.84048516,,#REF!,0.006141216685,162.8341827,9.287529,match_scores,Que Calor,#REF!
"recommend(name[Somebody That I Used to Know], instance_of[single])",Have you heard the song Somebody That I Used to Know? It's a great single.,15,,recommend,#REF!,2,1,popular,0.678259,,#REF!,0.03256229179,30.71036911,15.1385146,match_scores_PPL,Somebody That I Used to Know,#REF!
"recommend(name[Afterlife], producer[James Murphy])",Have you heard the song Afterlife by James Murphy?,9,,recommend,#REF!,2,1,not so popular,0.8607018,,#REF!,0.01015048069,98.51750183,9.287529,match_scores,Afterlife,#REF!
"recommend(name[Littlest Things], is_from_album[True])",Do you know the song Littlest Things from the album? I think you'd really like it.,16,,recommend,#REF!,2,1,not so popular,0.37496996,,#REF!,0.02167286788,46.14064026,4.295382418,match_scores,Littlest Things,#REF!
"recommend(name[Wanna Get to Know You], is_from_album[True])",Do you know the song Wanna Get to Know You? It's from an album I really like.,17,,recommend,#REF!,2,1,not so popular,0.44745252,,#REF!,0.03285579891,30.43602753,5.725998732,match_scores,Wanna Get to Know You,#REF!
"recommend(name[Get Up!], is_from_album[True])",Have you heard the song Get Up! from the album? It's really good.,13,,recommend,#REF!,2,1,not so popular,0.29037577,,#REF!,0.02964387634,33.73377991,9.103526406,match_scores,Get Up!,#REF!
"recommend(name[Bitter Sweet Symphony], publication_year[1997])",Have you heard the 1997 song Bitter Sweet Symphony?,9,,recommend,#REF!,2,1,popular,0.88696027,,#REF!,0.004632559878,215.8633728,16.78445963,match_scores,Bitter Sweet Symphony,#REF!
"recommend(name[Black Barbies], publication_year[2016])",Have you heard the song Black Barbies from 2016?,9,,recommend,#REF!,2,1,not so popular,0.84811544,,#REF!,0.005543337777,180.3967285,9.287529,match_scores_PPL,Black Barbies,#REF!
"recommend(name[Anti-Hero], from_album[Midnights])",Have you heard of Anti-Hero from the album Midnights?,9,,recommend,#REF!,2,1,popular,0.75533414,,#REF!,0.008048020906,124.2541504,4.990049702,match_scores,Anti-Hero,#REF!
"recommend(name[Dog Eat Dog], is_from_album[True])",Do you know the song Dog Eat Dog? It's from an album.,12,,recommend,#REF!,2,1,not so popular,0.6449892,,#REF!,0.01928408397,51.8562355,10.57107086,match_scores,Dog Eat Dog,#REF!
"recommend(name[Get Up!], genres[nu metal])",Have you ever heard the nu metal song Get Up!?,10,,recommend,#REF!,2,1,not so popular,0.75383943,,#REF!,0.004133912108,241.9016113,12.60596809,match_scores,Get Up!,#REF!
"recommend(name[Cold Heart], publication_year[2021])",Have you heard the song Cold Heart from 2021?,9,,recommend,#REF!,2,1,popular,0.86043566,,#REF!,0.003123058691,320.1989136,9.287529,match_scores_PPL,Cold Heart,#REF!
"recommend(name[Dog Eat Dog], record_label[Sony Music])",Have you heard of the song Dog Eat Dog by Sony Music?,12,,recommend,#REF!,2,1,not so popular,0.8959665,,#REF!,0.01195559304,83.64286041,14.45892467,match_scores_PPL,Dog Eat Dog,#REF!
"recommend(name[Break My Soul], is_from_album[True])",Have you heard the song Break My Soul from the album?,11,,recommend,#REF!,2,1,popular,0.4900389,,#REF!,0.0102850929,97.22809601,12.60596809,match_scores,Break My Soul,#REF!
"recommend(name[We Are the World], instance_of[song])",Have you heard the song We Are the World? It's a great song.,13,,recommend,#REF!,2,1,popular,0.7912359,,#REF!,0.04902890986,20.39612961,5.816635421,match_scores_PPL,We Are the World,#REF!
"recommend(name[So Good], publication_year[2012])",Have you heard of the song So Good released in 2012?,11,,recommend,#REF!,2,1,not so popular,0.7101784,,#REF!,0.008543058293,117.0541,7.495553473,match_scores,So Good,#REF!
"recommend(name[Dragostea Din Tei], producer[Dan Balan])",Do you know Dan Balan's Dragostea Din Tei? It's a great song.,12,,recommend,#REF!,2,1,popular,0.90866673,,#REF!,0.003885582589,257.3616638,11.35935489,match_scores,Dragostea Din Tei,#REF!
"recommend(name[Every Breath You Take], producer[Stewart Copeland])",Are you familiar with the song Every Breath You Take by Stewart Copeland?,13,,recommend,#REF!,2,1,popular,0.8585827,,#REF!,0.02139064836,46.74940109,21.14214171,match_scores,Every Breath You Take,#REF!
"recommend(name[I], from_album[To Pimp a Butterfly])"," I think you'd like this song I heard called ""I"" from the album To Pimp a Butterfly. Have you heard it before?",22,,recommend,#REF!,2,1,popular,0.54803646,,#REF!,0.03817156703,26.19750977,3.435812002,match_scores,I,#REF!
"recommend(name[Paint It Black], from_album[Aftermath])",Have you heard the song Paint It Black from the Aftermath album?,12,,recommend,#REF!,2,1,popular,0.6597868,,#REF!,0.01456665663,68.64993286,12.35622127,match_scores,Paint It Black,#REF!
"recommend(name[Break My Soul], genres[diva house])"," Have you heard the Diva House song, Break My Soul? It's a great one.",14,,recommend,#REF!,2,1,popular,0.7538403,,#REF!,0.01692838512,59.07238007,10.70454633,match_scores,Break My Soul,#REF!
"recommend(name[Style], from_album[1989])"," Have you heard 1989's ""Style"" by Taylor Swift? It's a great song.",12,,recommend,#REF!,2,1,popular,0.636346,,#REF!,0.02740497631,36.48972321,2.445593937,match,Style,#REF!
"recommend(name[In My Bed], performer[Amy Winehouse])",Have you heard the song In My Bed by Amy Winehouse?,11,,recommend,#REF!,2,1,not so popular,0.82977635,,#REF!,0.01912099054,52.29854584,15.85116569,match_scores_PPL,In My Bed,#REF!
"recommend(name[Money, Cash, Hoes], record_label[Def Jam Recordings])"," Have you heard the song Money, Cash, Hoes by Def Jam Recordings?",12,,recommend,#REF!,2,1,not so popular,0.8845019,,#REF!,0.008239727074,121.3632431,32.9038588,match_scores_PPL,"Money, Cash, Hoes",#REF!
"recommend(name[I Still...], record_label[Jive Records])"," Have you heard of the Jive Records song, I Still...?",10,,recommend,#REF!,2,1,not so popular,0.7705881,,#REF!,0.003156062919,316.8504639,28.29559628,match_scores,I Still...,#REF!
"recommend(name[Wild], producer[Alex Hope])",Have you heard the song Wild by Alex Hope?,9,,recommend,#REF!,2,1,not so popular,0.78250223,,#REF!,0.004020903347,248.7003326,9.287529,match_scores_PPL,Wild,#REF!
"recommend(name[Careless Whisper], from_album[Make It Big])",Have you heard of the song Careless Whisper from the album Make It Big?,14,,recommend,#REF!,2,1,popular,0.6664527,,#REF!,0.01403452567,71.25285339,12.30068629,match_scores,Careless Whisper,#REF!
"recommend(name[Wanna Get to Know You], genres[hip hop music])",Have you heard the hip hop song Wanna Get to Know You?,12,,recommend,#REF!,2,1,not so popular,0.78723305,,#REF!,0.01994703547,50.13276291,8.737167852,match_scores_PPL,Wanna Get to Know You,#REF!
"recommend(name[Sweet Home Alabama], from_album[Second Helping])",Have you heard the song Sweet Home Alabama from the album Second Helping?,13,,recommend,#REF!,2,1,popular,0.78853977,,#REF!,0.009592873731,104.2440491,13.29241788,match_scores,Sweet Home Alabama,#REF!
"recommend(name[Viva la Vida], instance_of[single])",Have you heard of the song Viva la Vida? It's a great single.,13,,recommend,#REF!,2,1,popular,0.8378156,,#REF!,0.03720109393,26.88092995,3.125190764,match_scores,Viva la Vida,#REF!
"recommend(name[Mad Love], from_album[Mabel singles discography])",Do you know the song Mad Love from Mabel's singles discography?,11,,request,#REF!,2,1,not so popular,0.89382803,,#REF!,0.004524310228,221.0281677,6.772997137,all_scores,Mad Love,#REF!
"recommend(name[Blurred Lines], performer[T.I., Robin Thicke])",Have you heard the song Blurred Lines by T.I. and Robin Thicke?,12,,recommend,#REF!,2,1,popular,0.8133868,,#REF!,0.05197096181,19.24151421,20.68720601,match_scores_PPL,Blurred Lines,#REF!
"recommend(name[Matador], publication_year[1994])",Have you heard the song Matador from 1994?,8,,recommend,#REF!,2,1,not so popular,0.8438439,,#REF!,0.006327705959,158.0351563,5.669791111,match_scores_PPL,Matador,#REF!
"recommend(name[Stereotypes], from_album[The Great Escape])",Have you heard the song Stereotypes from The Great Escape album?,11,,recommend,#REF!,2,1,not so popular,0.7146807,,#REF!,0.01220448206,81.9371109,13.54599427,match_scores,Stereotypes,#REF!
"recommend(name[Que Calor], publication_year[2019])",Have you heard the song Que Calor from 2019?,9,,recommend,#REF!,2,1,not so popular,0.85670316,,#REF!,0.001712899301,583.805481,9.287529,match_scores,Que Calor,#REF!
"recommend(name[Habibi], performer[Mohombi, Shaggy])",Have you heard the song Habibi by Mohombi and Shaggy?,10,,recommend,#REF!,2,1,not so popular,0.8847326,,#REF!,0.004692520544,213.1050873,4.932351569,match_scores_PPL,Habibi,#REF!
"recommend(name[Kings of the Wild Frontier], genres[post-punk])",Have you heard of the post-punk song Kings of the Wild Frontier?,12,,recommend,#REF!,2,1,not so popular,0.8665585,,#REF!,0.01067326971,93.69200134,6.837203339,match_scores_PPL,Kings of the Wild Frontier,#REF!
"recommend(name[As It Was], genres[new wave])",Have you heard of the new wave song As It Was?,11,,recommend,#REF!,2,1,popular,0.7164612,,#REF!,0.006991142022,143.038147,12.60596809,match_scores_PPL,As It Was,#REF!
"recommend(name[Evolution], genres[nu metal])",Have you heard of the nu metal song Evolution?,9,,recommend,#REF!,2,1,not so popular,0.8038766,,#REF!,0.004842163112,206.5192719,4.196114906,match_scores,Evolution,#REF!
"recommend(name[Stairway to Heaven], is_from_album[True])",Do you know the song Stairway to Heaven? It's from an album.,12,,recommend,#REF!,2,1,popular,0.5109446,,#REF!,0.04158250966,24.04857254,3.377156414,match_scores,Stairway to Heaven,#REF!
"recommend(name[For a Friend], genres[pop music])",Have you heard the song For a Friend? It’s a great pop music song.,14,,recommend,#REF!,2,1,not so popular,0.6761206,,#REF!,0.009012951442,110.9514465,2.908317711,match_scores,For a Friend,#REF!
"recommend(name[Pumped Up Kicks], is_from_album[True])",Have you heard of the song Pumped Up Kicks? It comes from an album.,14,,recommend,#REF!,2,1,popular,0.44327775,,#REF!,0.02599840267,38.46390152,9.103526406,match_scores,Pumped Up Kicks,#REF!
"recommend(name[Anti-Hero], publication_year[2022])"," Have you heard of the song Anti-Hero, released in 2022?",10,,recommend,#REF!,2,1,popular,0.8062474,,#REF!,0.01096609423,91.19017029,4.027248192,match_scores_PPL,Anti-Hero,#REF!
"recommend(name[All or Nothing], performer[Milli Vanilli])",Have you heard the song All or Nothing by Milli Vanilli?,11,,recommend,#REF!,2,1,not so popular,0.86266637,,#REF!,0.01881677092,53.14408112,8.054496385,match_scores,All or Nothing,#REF!
"recommend(name[Bitter Sweet Symphony], performer[The Verve])",Have you heard the song Bitter Sweet Symphony by The Verve?,11,,recommend,#REF!,2,1,popular,0.8708174,,#REF!,0.0124040844,80.61860657,15.85116569,match_scores_PPL,Bitter Sweet Symphony,#REF!
"recommend(name[In My Bed], instance_of[single])",Have you heard the song In My Bed? It's a great single.,12,,recommend,#REF!,2,1,not so popular,0.6165097,,#REF!,0.023096349,43.29688644,10.57107086,match_scores_PPL,In My Bed,#REF!
"recommend(name[About Damn Time], performer[Lizzo])",Have you heard of the song About Damn Time by Lizzo?,11,,recommend,#REF!,2,1,popular,0.8214219,,#REF!,0.0130635755,76.54872131,13.54599427,match_scores,About Damn Time,#REF!
"recommend(name[Blurred Lines], record_label[Universal Music Group])",Have you heard of the song Blurred Lines by Universal Music Group?,12,,recommend,#REF!,2,1,popular,0.85605615,,#REF!,0.02737834374,36.52521896,14.45892467,match_scores_PPL,Blurred Lines,#REF!
"recommend(name[Evolution], publication_year[2007])",Have you heard the song Evolution from 2007?,8,,recommend,#REF!,2,1,not so popular,0.7716132,,#REF!,0.006872060204,145.5167694,5.669791111,match_scores_PPL,Evolution,#REF!
"recommend(name[Hold My Hand], publication_year[2022])",Have you heard of the song Hold My Hand from 2022?,11,,recommend,#REF!,2,1,popular,0.80335224,,#REF!,0.005923856711,168.8089447,13.54599427,match_scores,Hold My Hand,#REF!
