mr,da,text,word counts,,pred,,num_triples,num_hops,popularity,scores,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"inform(name[Cold Heart], genres[disco], publication_year[2021], rating[good], is_from_album[False], record_label[Virgin EMI Records], instance_of[single], producer[Pnau])",inform,Cold Heart is a 2021 good disco single from Virgin EMI Records and produced by Pnau.,16,,inform,1,8,1,popular,0.9246527,1,0.002313028,432.3336792,6.019608769,match_scores,Cold Heart,1
"inform(name[Somebody That I Used to Know], genres[art pop], from_album[Making Mirrors], rating[excellent], producer[Gotye], record_label[Eleven: A Music Company], publication_year[2011], performer[Gotye, Kimbra])",inform,Somebody That I Used to Know is an excellent art pop song from the album Making Mirrors by Gotye featuring Kimbra. It was published in 2011 by Eleven: A Music Company and produced by Gotye.,35,,inform,1,8,1,popular,0.83150715,1,0.012870854,77.6949234,18.14413802,match_scores,Somebody That I Used to Know,1
"inform(name[Stairway to Heaven], genres[hard rock], from_album[Led Zeppelin IV], rating[excellent], instance_of[musical work/composition], record_label[Atlantic Records], publication_year[1971], performer[Led Zeppelin])",inform," Stairway to Heaven, an excellent hard rock song, was released in 1971 on Led Zeppelin IV by Atlantic Records and performed by Led Zeppelin.",24,,inform,1,8,1,popular,0.90036875,1,0.033424842,29.91786766,5.320425345,match_scores,Stairway to Heaven,1
"inform(name[Waka Waka], genres[pop music], performer[Freshlyground, Shakira], publication_year[2010], rating[excellent], is_from_album[True], record_label[Epic Records], instance_of[song])",inform,Waka Waka is an excellent pop song released by Freshlyground and Shakira in 2010 from the Epic Records album.,19,,inform,1,8,1,popular,0.9079193,1,0.00853544,117.158577,6.228496954,match_scores,Waka Waka,1
"inform(name[Black Barbies], genres[hip hop music], performer[Nicki Minaj], rating[excellent], instance_of[song], producer[Mike WiLL Made-It], publication_year[2016], is_from_album[False])",inform," Black Barbies is an excellent hip hop music song by Nicki Minaj, produced by Mike WiLL Made-It in 2016.",19,,inform,1,8,1,not so popular,0.9470224,1,0.024067482,41.54983902,5.9080024,match_scores,Black Barbies,1
"inform(name[I Still...], genres[pop music], producer[Max Martin], rating[excellent], performer[Backstreet Boys], from_album[Never Gone], publication_year[2005], is_from_album[True])",inform," I Still... by Backstreet Boys is an excellent pop song produced by Max Martin, from their 2005 album Never Gone.",20,,inform,1,8,1,not so popular,0.8165016,1,0.006613149,151.2138824,20.18515982,match_scores,I Still...,1
"inform(name[Over It], genres[sentimental ballad], from_album[Katharine McPhee], rating[good], performer[Katharine McPhee], publication_year[2007], instance_of[single], is_from_album[True])",inform,Over It is a sentimental ballad performed by Katharine McPhee from her 2007 album Katharine McPhee. It has a good rating.,21,,inform,1,8,1,not so popular,0.9116045,1,0.017114665,58.42942429,4.14114133,match_scores,Over It,1
"recommend(name[Stairway to Heaven], record_label[Atlantic Records])",recommend,Have you heard of Stairway to Heaven from Atlantic Records?,10,,recommend,1,2,1,popular,0.87776923,1,0.022305693,44.831604,8.913765521,match_scores,Stairway to Heaven,1
"recommend(name[Que Calor], is_from_album[True])",recommend,Have you listened to Que Calor? It's from an album.,10,,recommend,1,2,1,not so popular,0.6239869,1,0.004966031,201.3680573,6.772997137,match_scores,Que Calor,1
"recommend(name[Stargazing], publication_year[2017])",recommend,Have you heard the song Stargazing from 2017?,8,,recommend,1,2,1,not so popular,0.84919536,1,0.004852953,206.0601044,5.669791111,match_scores_PPL,Stargazing,1
"recommend(name[Cold Heart], producer[Pnau])",recommend,Have you heard the song Cold Heart by Pnau?,9,,recommend,1,2,1,popular,0.8345439,1,0.005015908,199.3656921,9.287529,match_scores,Cold Heart,1
"recommend(name[Mad Love], genres[electropop])",recommend,Have you heard the electropop song Mad Love?,8,,recommend,1,2,1,not so popular,0.81242627,1,0.003860156,259.0569153,9.535414041,match_scores_PPL,Mad Love,1
"recommend(name[Feel Again], from_album[Native])",recommend,Have you heard the song Feel Again from the album Native?,11,,recommend,1,2,1,not so popular,0.6338301,1,0.004745852,210.7103424,7.495553473,match_scores_PPL,Feel Again,1
"recommend(name[Stereotypes], producer[Stephen Street])",recommend,Have you heard the song Stereotypes by Stephen Street?,9,,recommend,1,2,1,not so popular,0.8410996,1,0.00835785,119.647995,9.287529,match_scores,Stereotypes,1
"recommend(name[Money, Cash, Hoes], performer[DMX, Jay-Z])",recommend," Have you heard the song Money, Cash, Hoes by DMX and Jay-Z?",12,,recommend,1,2,1,not so popular,0.8935262,1,0.012064642,82.88683319,25.74866102,match_scores_PPL,"Money, Cash, Hoes",1
"recommend(name[Old Town Road], is_from_album[True])",recommend,Have you heard the song Old Town Road? It's from an album.,12,,recommend,1,2,1,popular,0.500886,1,0.017539528,57.01407623,10.57107086,match_scores_PPL,Old Town Road,1
"recommend(name[Dog Eat Dog], publication_year[1980])",recommend,Have you heard of the song Dog Eat Dog from 1980?,11,,recommend,1,2,1,not so popular,0.8517184,1,0.010381094,96.32896423,13.54599427,match_scores,Dog Eat Dog,1
"recommend(name[Macarena], instance_of[musical work/composition])",recommend,Have you heard the song Macarena? It's a great musical work and composition.,13,,recommend,1,2,1,popular,0.6713059,1,0.016520942,60.52923584,2.62796171,match_scores,Macarena,1
"recommend(name[Blinding Lights], instance_of[single])",recommend,Have you heard the song Blinding Lights? It's a really good single.,12,,recommend,1,2,1,popular,0.71704346,1,0.023820395,41.98083115,5.679677445,match_scores,Blinding Lights,1
"recommend(name[Mr. Brightside], is_from_album[True])",recommend,Have you heard of Mr. Brightside? It's a great song from an album.,13,,recommend,1,2,1,popular,0.46601567,1,0.025622738,39.02783585,9.103526406,match_scores,Mr. Brightside,1
"recommend(name[Dog Eat Dog], from_album[Kings of the Wild Frontier])",recommend,Have you heard the song Dog Eat Dog from the album Kings of the Wild Frontier?,16,,suggest,0,2,1,not so popular,0.83338225,0,0.009539691,104.8251953,11.20375434,all_scores_PPL,Dog Eat Dog,0
"recommend(name[As It Was], producer[Kid Harpoon])",recommend,Have you heard of the song As It Was by Kid Harpoon?,12,,recommend,1,2,1,popular,0.77441764,1,0.00639829,156.291748,14.45892467,match_scores,As It Was,1
"recommend(name[Right Here, Right Now], is_from_album[True])",recommend," Have you heard the song 'Right Here, Right Now' from the album? It's really good.",15,,recommend,1,2,1,not so popular,0.4662828,1,0.051396955,19.45640564,7.994607499,match_scores,"Right Here, Right Now",1
"recommend(name[Dragostea Din Tei], performer[O-Zone])",recommend,Have you heard the song Dragostea Din Tei by O-Zone?,10,,recommend,1,2,1,popular,0.8998373,1,0.002364754,422.8770447,14.99110695,match_scores_PPL,Dragostea Din Tei,1
"recommend(name[Waka Waka], performer[Freshlyground, Shakira])",recommend,Have you heard the song Waka Waka by Freshlyground and Shakira?,11,,recommend,1,2,1,popular,0.9219779,1,0.00849963,117.6521835,8.054496385,match_scores_PPL,Waka Waka,1
"recommend(name[I], performer[Kendrick Lamar])",recommend,Have you heard Kendrick Lamar's songs? I think you'll like them.,11,,recommend,1,2,1,popular,0.7744199,1,0.030310024,32.99238586,3.673526563,match_scores,I,1
"recommend(name[Y.M.C.A.], producer[Jacques Morali])",recommend,Have you heard of the song Y.M.C.A. by Jacques Morali?,10,,recommend,1,2,1,popular,0.87288105,1,0.015290509,65.4000473,42.51768826,match_scores,Y.M.C.A.,1
"recommend(name[Stargazing], from_album[Stargazing])",recommend,Have you heard the song Stargazing from the album Stargazing yet?,11,,recommend,1,2,1,not so popular,0.8357567,1,0.01132072,88.33360291,4.027248192,match_scores,Stargazing,1
"recommend(name[Somebody That I Used to Know], producer[Gotye])",recommend,Have you heard of the song Somebody That I Used to Know by Gotye?,14,,recommend,1,2,1,popular,0.7361212,1,0.02152526,46.45704651,18.20705281,match_scores_PPL,Somebody That I Used to Know,1
"recommend(name[Careless Whisper], instance_of[musical work/composition])",recommend,Do you know the song Careless Whisper? It's a great composition.,11,,recommend,1,2,1,popular,0.50384307,1,0.01781508,56.13222122,6.178110636,match_scores,Careless Whisper,1
"recommend(name[Habibi], instance_of[single])",recommend," Do you know Habibi, the single? It's a great song.",10,,recommend,1,2,1,not so popular,0.76275575,1,0.010836863,92.27762604,3.089055318,match_scores,Habibi,1
"recommend(name[Mr. Brightside], instance_of[single])",recommend,Have you heard of the song Mr. Brightside? It's a great single.,12,,recommend,1,2,1,popular,0.7024131,1,0.03348781,29.86161232,9.782375749,match_scores_PPL,Mr. Brightside,1
"recommend(name[Hold My Hand], genres[arena rock])",recommend,Have you heard the arena rock song Hold My Hand?,10,,recommend,1,2,1,popular,0.8166275,1,0.005907508,169.276123,13.95079697,match_scores_PPL,Hold My Hand,1
"recommend(name[Take My Breath Away], from_album[Top Gun �?Original Motion Picture Soundtrack])",recommend,Have you heard the song Take My Breath Away from the Top Gun �?Original Motion Picture Soundtrack?,18,,recommend,1,2,1,popular,0.9075512,1,0.024722876,40.44836807,43.9316037,match,Take My Breath Away,1
"recommend(name[Sweet Home Alabama], producer[Al Kooper])",recommend,Have you heard the song Sweet Home Alabama by Al Kooper?,11,,recommend,1,2,1,popular,0.88972694,1,0.013415184,74.54239655,15.85116569,match_scores_PPL,Sweet Home Alabama,1
"recommend(name[Blurred Lines], genres[contemporary R&B])",recommend,Have you heard the song Blurred Lines yet? It's a contemporary R&B.,12,,recommend,1,2,1,popular,0.7839665,1,0.023960441,41.73545837,11.44707843,match_scores,Blurred Lines,1
"recommend(name[Mr. Brightside], producer[The Killers])",recommend,Have you listened to Mr. Brightside by The Killers?,9,,recommend,1,2,1,popular,0.81019986,1,0.01146574,87.21635437,17.54219848,match_scores,Mr. Brightside,1
"recommend(name[Apple Shampoo], record_label[MCA Records])",recommend,Have you heard the song Apple Shampoo by MCA Records?,10,,recommend,1,2,1,not so popular,0.8845442,1,0.006328391,158.0180511,8.295193507,match_scores_PPL,Apple Shampoo,1
"recommend(name[Blinding Lights], publication_year[2019])",recommend,Have you heard the song Blinding Lights from 2019?,9,,recommend,1,2,1,popular,0.84258795,1,0.005130041,194.9302216,9.287529,match_scores,Blinding Lights,1
"recommend(name[I Was Gonna Cancel], genres[synth-pop])",recommend,Have you heard the synth-pop song I Was Gonna Cancel?,10,,recommend,1,2,1,not so popular,0.807786,1,0.009445911,105.8659134,23.46235032,match_scores,I Was Gonna Cancel,1
"recommend(name[The Way I Are], from_album[All Your Fault: Pt. 2])",recommend,Have you heard of The Way I Are from All Your Fault: Pt. 2?,14,,recommend,1,2,1,not so popular,0.82622164,1,0.008343193,119.8581848,49.628227,match_scores,The Way I Are,1
"recommend(name[Sweet Home Alabama], is_from_album[True])",recommend,Do you know the song Sweet Home Alabama? It's from an album.,12,,recommend,1,2,1,popular,0.6340297,1,0.022988816,43.49941254,10.57107086,match_scores,Sweet Home Alabama,1
"recommend(name[I Was Gonna Cancel], record_label[Parlophone])",recommend,Have you heard the song I Was Gonna Cancel from Parlophone?,11,,recommend,1,2,1,not so popular,0.7644006,1,0.009728058,102.7954407,22.4169335,match_scores,I Was Gonna Cancel,1
"recommend(name[Poison], publication_year[2010])",recommend,Have you heard of the song Poison released in 2010?,10,,recommend,1,2,1,not so popular,0.73402756,1,0.008839949,113.1228256,4.456882761,match,Poison,1
"recommend(name[Cold Heart], is_from_album[False])",recommend,Have you heard the song Cold Heart? It's really great.,10,,recommend,1,2,1,popular,0.5067211,1,0.01986718,50.33427048,6.772997137,match_scores,Cold Heart,1
"recommend(name[Old Town Road], instance_of[single])",recommend," Have you heard of the popular single, Old Town Road?",10,,recommend,1,2,1,popular,0.732922,1,0.008661502,115.4534149,12.60596809,match_scores,Old Town Road,1
"recommend(name[Break My Soul], instance_of[single])",recommend,Do you know the song Break My Soul? It's a great single.,12,,recommend,1,2,1,popular,0.70763195,1,0.015439642,64.76834106,10.57107086,match_scores,Break My Soul,1
"recommend(name[Money for Nothing], genres[rock music])recommend(name[Littlest Things], producer[Mark Ronson])",recommend," Have you heard of Money for Nothing, the rock music song produced by Mark Ronson?",15,,recommend,1,4,1,popular,0.8068885,1,0.016894258,59.19170761,5.439330544,match_scores,Money for Nothing,1
"recommend(name[Sweet Home Alabama], genres[rock music])",recommend," Have you heard of the rock music song, Sweet Home Alabama?",11,,recommend,1,2,1,popular,0.87692094,1,0.017952511,55.70251465,11.49875956,match_scores,Sweet Home Alabama,1
"recommend(name[Blinding Lights], performer[The Weeknd])",recommend,Have you heard the song Blinding Lights by The Weeknd?,10,,recommend,1,2,1,popular,0.822118,1,0.017175612,58.22208786,10.60031338,match_scores_PPL,Blinding Lights,1
"recommend(name[Every Breath You Take], record_label[A&M Records])",recommend,Have you listened to Every Breath You Take? It's from A&M Records.,12,,recommend,1,2,1,popular,0.82035047,1,0.025880084,38.63975143,30.62049088,match_scores,Every Breath You Take,1
"recommend(name[Que Calor], genres[Latin music])",recommend,Have you heard the Latin music song Que Calor?,9,,recommend,1,2,1,not so popular,0.87386775,1,0.002479247,403.3482056,9.287529,match_scores_PPL,Que Calor,1
"recommend(name[Black Barbies], is_from_album[False])",recommend,Have you heard of Black Barbies? It's a great song.,10,,recommend,1,2,1,not so popular,0.6312469,1,0.020600589,48.54230118,6.772997137,match_scores,Black Barbies,1
"recommend(name[Poison], is_from_album[True])",recommend,Have you heard the song Poison from the album?,9,,recommend,1,2,1,not so popular,0.38373888,1,0.008120317,123.1478958,4.196114906,match_scores,Poison,1
"recommend(name[Macarena], publication_year[1993])",recommend,Have you heard of the song Macarena from 1993?,9,,recommend,1,2,1,popular,0.81735206,1,0.013376298,74.75910187,4.990049702,match_scores_PPL,Macarena,1
"recommend(name[Que Calor], producer[Diplo])",recommend,Have you heard the song Que Calor by Diplo?,9,,recommend,1,2,1,not so popular,0.84048516,1,0.006141217,162.8341827,9.287529,match_scores,Que Calor,1
"recommend(name[Somebody That I Used to Know], instance_of[single])",recommend,Have you heard the song Somebody That I Used to Know? It's a great single.,15,,recommend,1,2,1,popular,0.678259,1,0.032562292,30.71036911,15.1385146,match_scores_PPL,Somebody That I Used to Know,1
"recommend(name[Afterlife], producer[James Murphy])",recommend,Have you heard the song Afterlife by James Murphy?,9,,recommend,1,2,1,not so popular,0.8607018,1,0.010150481,98.51750183,9.287529,match_scores,Afterlife,1
"recommend(name[Littlest Things], is_from_album[True])",recommend,Do you know the song Littlest Things from the album? I think you'd really like it.,16,,recommend,1,2,1,not so popular,0.37496996,1,0.021672868,46.14064026,4.295382418,match_scores,Littlest Things,1
"recommend(name[Wanna Get to Know You], is_from_album[True])",recommend,Do you know the song Wanna Get to Know You? It's from an album I really like.,17,,recommend,1,2,1,not so popular,0.44745252,1,0.032855799,30.43602753,5.725998732,match_scores,Wanna Get to Know You,1
"recommend(name[Get Up!], is_from_album[True])",recommend,Have you heard the song Get Up! from the album? It's really good.,13,,recommend,1,2,1,not so popular,0.29037577,1,0.029643876,33.73377991,9.103526406,match_scores,Get Up!,1
"recommend(name[Bitter Sweet Symphony], publication_year[1997])",recommend,Have you heard the 1997 song Bitter Sweet Symphony?,9,,recommend,1,2,1,popular,0.88696027,1,0.00463256,215.8633728,16.78445963,match_scores,Bitter Sweet Symphony,1
"recommend(name[Black Barbies], publication_year[2016])",recommend,Have you heard the song Black Barbies from 2016?,9,,recommend,1,2,1,not so popular,0.84811544,1,0.005543338,180.3967285,9.287529,match_scores_PPL,Black Barbies,1
"recommend(name[Anti-Hero], from_album[Midnights])",recommend,Have you heard of Anti-Hero from the album Midnights?,9,,recommend,1,2,1,popular,0.75533414,1,0.008048021,124.2541504,4.990049702,match_scores,Anti-Hero,1
"recommend(name[Dog Eat Dog], is_from_album[True])",recommend,Do you know the song Dog Eat Dog? It's from an album.,12,,recommend,1,2,1,not so popular,0.6449892,1,0.019284084,51.8562355,10.57107086,match_scores,Dog Eat Dog,1
"recommend(name[Get Up!], genres[nu metal])",recommend,Have you ever heard the nu metal song Get Up!?,10,,recommend,1,2,1,not so popular,0.75383943,1,0.004133912,241.9016113,12.60596809,match_scores,Get Up!,1
"recommend(name[Cold Heart], publication_year[2021])",recommend,Have you heard the song Cold Heart from 2021?,9,,recommend,1,2,1,popular,0.86043566,1,0.003123059,320.1989136,9.287529,match_scores_PPL,Cold Heart,1
"recommend(name[Dog Eat Dog], record_label[Sony Music])",recommend,Have you heard of the song Dog Eat Dog by Sony Music?,12,,recommend,1,2,1,not so popular,0.8959665,1,0.011955593,83.64286041,14.45892467,match_scores_PPL,Dog Eat Dog,1
"recommend(name[Break My Soul], is_from_album[True])",recommend,Have you heard the song Break My Soul from the album?,11,,recommend,1,2,1,popular,0.4900389,1,0.010285093,97.22809601,12.60596809,match_scores,Break My Soul,1
"recommend(name[We Are the World], instance_of[song])",recommend,Have you heard the song We Are the World? It's a great song.,13,,recommend,1,2,1,popular,0.7912359,1,0.04902891,20.39612961,5.816635421,match_scores_PPL,We Are the World,1
"recommend(name[So Good], publication_year[2012])",recommend,Have you heard of the song So Good released in 2012?,11,,recommend,1,2,1,not so popular,0.7101784,1,0.008543058,117.0541,7.495553473,match_scores,So Good,1
"recommend(name[Dragostea Din Tei], producer[Dan Balan])",recommend,Do you know Dan Balan's Dragostea Din Tei? It's a great song.,12,,recommend,1,2,1,popular,0.90866673,1,0.003885583,257.3616638,11.35935489,match_scores,Dragostea Din Tei,1
"recommend(name[Every Breath You Take], producer[Stewart Copeland])",recommend,Are you familiar with the song Every Breath You Take by Stewart Copeland?,13,,recommend,1,2,1,popular,0.8585827,1,0.021390648,46.74940109,21.14214171,match_scores,Every Breath You Take,1
"recommend(name[I], from_album[To Pimp a Butterfly])",recommend," I think you'd like this song I heard called ""I"" from the album To Pimp a Butterfly. Have you heard it before?",22,,recommend,1,2,1,popular,0.54803646,1,0.038171567,26.19750977,3.435812002,match_scores,I,1
"recommend(name[Paint It Black], from_album[Aftermath])",recommend,Have you heard the song Paint It Black from the Aftermath album?,12,,recommend,1,2,1,popular,0.6597868,1,0.014566657,68.64993286,12.35622127,match_scores,Paint It Black,1
"recommend(name[Break My Soul], genres[diva house])",recommend," Have you heard the Diva House song, Break My Soul? It's a great one.",14,,recommend,1,2,1,popular,0.7538403,1,0.016928385,59.07238007,10.70454633,match_scores,Break My Soul,1
"recommend(name[Style], from_album[1989])",recommend," Have you heard 1989's ""Style"" by Taylor Swift? It's a great song.",12,,recommend,1,2,1,popular,0.636346,1,0.027404976,36.48972321,2.445593937,match,Style,1
"recommend(name[In My Bed], performer[Amy Winehouse])",recommend,Have you heard the song In My Bed by Amy Winehouse?,11,,recommend,1,2,1,not so popular,0.82977635,1,0.019120991,52.29854584,15.85116569,match_scores_PPL,In My Bed,1
"recommend(name[Money, Cash, Hoes], record_label[Def Jam Recordings])",recommend," Have you heard the song Money, Cash, Hoes by Def Jam Recordings?",12,,recommend,1,2,1,not so popular,0.8845019,1,0.008239727,121.3632431,32.9038588,match_scores_PPL,"Money, Cash, Hoes",1
"recommend(name[I Still...], record_label[Jive Records])",recommend," Have you heard of the Jive Records song, I Still...?",10,,recommend,1,2,1,not so popular,0.7705881,1,0.003156063,316.8504639,28.29559628,match_scores,I Still...,1
"recommend(name[Wild], producer[Alex Hope])",recommend,Have you heard the song Wild by Alex Hope?,9,,recommend,1,2,1,not so popular,0.78250223,1,0.004020903,248.7003326,9.287529,match_scores_PPL,Wild,1
"recommend(name[Careless Whisper], from_album[Make It Big])",recommend,Have you heard of the song Careless Whisper from the album Make It Big?,14,,recommend,1,2,1,popular,0.6664527,1,0.014034526,71.25285339,12.30068629,match_scores,Careless Whisper,1
"recommend(name[Wanna Get to Know You], genres[hip hop music])",recommend,Have you heard the hip hop song Wanna Get to Know You?,12,,recommend,1,2,1,not so popular,0.78723305,1,0.019947035,50.13276291,8.737167852,match_scores_PPL,Wanna Get to Know You,1
"recommend(name[Sweet Home Alabama], from_album[Second Helping])",recommend,Have you heard the song Sweet Home Alabama from the album Second Helping?,13,,recommend,1,2,1,popular,0.78853977,1,0.009592874,104.2440491,13.29241788,match_scores,Sweet Home Alabama,1
"recommend(name[Viva la Vida], instance_of[single])",recommend,Have you heard of the song Viva la Vida? It's a great single.,13,,recommend,1,2,1,popular,0.8378156,1,0.037201094,26.88092995,3.125190764,match_scores,Viva la Vida,1
"recommend(name[Mad Love], from_album[Mabel singles discography])",recommend,Do you know the song Mad Love from Mabel's singles discography?,11,,request,0,2,1,not so popular,0.89382803,0,0.00452431,221.0281677,6.772997137,all_scores,Mad Love,0
"recommend(name[Blurred Lines], performer[T.I., Robin Thicke])",recommend,Have you heard the song Blurred Lines by T.I. and Robin Thicke?,12,,recommend,1,2,1,popular,0.8133868,1,0.051970962,19.24151421,20.68720601,match_scores_PPL,Blurred Lines,1
"recommend(name[Matador], publication_year[1994])",recommend,Have you heard the song Matador from 1994?,8,,recommend,1,2,1,not so popular,0.8438439,1,0.006327706,158.0351563,5.669791111,match_scores_PPL,Matador,1
"recommend(name[Stereotypes], from_album[The Great Escape])",recommend,Have you heard the song Stereotypes from The Great Escape album?,11,,recommend,1,2,1,not so popular,0.7146807,1,0.012204482,81.9371109,13.54599427,match_scores,Stereotypes,1
"recommend(name[Que Calor], publication_year[2019])",recommend,Have you heard the song Que Calor from 2019?,9,,recommend,1,2,1,not so popular,0.85670316,1,0.001712899,583.805481,9.287529,match_scores,Que Calor,1
"recommend(name[Habibi], performer[Mohombi, Shaggy])",recommend,Have you heard the song Habibi by Mohombi and Shaggy?,10,,recommend,1,2,1,not so popular,0.8847326,1,0.004692521,213.1050873,4.932351569,match_scores_PPL,Habibi,1
"recommend(name[Kings of the Wild Frontier], genres[post-punk])",recommend,Have you heard of the post-punk song Kings of the Wild Frontier?,12,,recommend,1,2,1,not so popular,0.8665585,1,0.01067327,93.69200134,6.837203339,match_scores_PPL,Kings of the Wild Frontier,1
"recommend(name[As It Was], genres[new wave])",recommend,Have you heard of the new wave song As It Was?,11,,recommend,1,2,1,popular,0.7164612,1,0.006991142,143.038147,12.60596809,match_scores_PPL,As It Was,1
"recommend(name[Evolution], genres[nu metal])",recommend,Have you heard of the nu metal song Evolution?,9,,recommend,1,2,1,not so popular,0.8038766,1,0.004842163,206.5192719,4.196114906,match_scores,Evolution,1
"recommend(name[Stairway to Heaven], is_from_album[True])",recommend,Do you know the song Stairway to Heaven? It's from an album.,12,,recommend,1,2,1,popular,0.5109446,1,0.04158251,24.04857254,3.377156414,match_scores,Stairway to Heaven,1
"recommend(name[For a Friend], genres[pop music])",recommend,Have you heard the song For a Friend? It’s a great pop music song.,14,,recommend,1,2,1,not so popular,0.6761206,1,0.009012951,110.9514465,2.908317711,match_scores,For a Friend,1
"recommend(name[Pumped Up Kicks], is_from_album[True])",recommend,Have you heard of the song Pumped Up Kicks? It comes from an album.,14,,recommend,1,2,1,popular,0.44327775,1,0.025998403,38.46390152,9.103526406,match_scores,Pumped Up Kicks,1
"recommend(name[Anti-Hero], publication_year[2022])",recommend," Have you heard of the song Anti-Hero, released in 2022?",10,,recommend,1,2,1,popular,0.8062474,1,0.010966094,91.19017029,4.027248192,match_scores_PPL,Anti-Hero,1
"recommend(name[All or Nothing], performer[Milli Vanilli])",recommend,Have you heard the song All or Nothing by Milli Vanilli?,11,,recommend,1,2,1,not so popular,0.86266637,1,0.018816771,53.14408112,8.054496385,match_scores,All or Nothing,1
"recommend(name[Bitter Sweet Symphony], performer[The Verve])",recommend,Have you heard the song Bitter Sweet Symphony by The Verve?,11,,recommend,1,2,1,popular,0.8708174,1,0.012404084,80.61860657,15.85116569,match_scores_PPL,Bitter Sweet Symphony,1
"recommend(name[In My Bed], instance_of[single])",recommend,Have you heard the song In My Bed? It's a great single.,12,,recommend,1,2,1,not so popular,0.6165097,1,0.023096349,43.29688644,10.57107086,match_scores_PPL,In My Bed,1
"recommend(name[About Damn Time], performer[Lizzo])",recommend,Have you heard of the song About Damn Time by Lizzo?,11,,recommend,1,2,1,popular,0.8214219,1,0.013063576,76.54872131,13.54599427,match_scores,About Damn Time,1
"recommend(name[Blurred Lines], record_label[Universal Music Group])",recommend,Have you heard of the song Blurred Lines by Universal Music Group?,12,,recommend,1,2,1,popular,0.85605615,1,0.027378344,36.52521896,14.45892467,match_scores_PPL,Blurred Lines,1
"recommend(name[Evolution], publication_year[2007])",recommend,Have you heard the song Evolution from 2007?,8,,recommend,1,2,1,not so popular,0.7716132,1,0.00687206,145.5167694,5.669791111,match_scores_PPL,Evolution,1
"recommend(name[Hold My Hand], publication_year[2022])",recommend,Have you heard of the song Hold My Hand from 2022?,11,,recommend,1,2,1,popular,0.80335224,1,0.005923857,168.8089447,13.54599427,match_scores,Hold My Hand,1
"recommend(name[Over It], genres[contemporary R&B])",recommend,Have you heard of Over It? It's a contemporary R&B song.,11,,recommend,1,2,1,not so popular,0.75466955,1,0.020418931,48.97415924,12.30068629,match_scores,Over It,1
"recommend(name[Hold My Hand], publication_year[2022], instance_of[single])",recommend,Have you heard the song Hold My Hand from 2022? It's a great single.,14,,recommend,1,3,1,popular,0.7917632,1,0.012644535,79.0855484,9.782375749,match_scores,Hold My Hand,1
"recommend(name[So Good], record_label[Grand Hustle Records], producer[Ryan Tedder])",recommend," Have you heard the song ""So Good"" by Grand Hustle Records? It was produced by Ryan Tedder.",17,,recommend,1,3,1,not so popular,0.7987209,1,0.02909293,34.372612,9.936036079,match_scores,So Good,1
"recommend(name[For a Friend], record_label[London], from_album[Red])",recommend,Have you heard the song 'For a Friend' from the album Red? It's by London.,15,,recommend,1,3,1,not so popular,0.64969933,1,0.017721476,56.42870712,2.719665272,match,For a Friend,1
"recommend(name[Mr. Brightside], genres[indie rock], from_album[Hot Fuss])",recommend,Have you heard of the indie rock song Mr. Brightside from the album Hot Fuss?,15,,recommend,1,3,1,popular,0.79438996,1,0.017547541,56.98804092,10.70454633,match_scores_PPL,Mr. Brightside,1
"recommend(name[Kings of the Wild Frontier], from_album[Kings of the Wild Frontier], performer[Adam and the Ants])",recommend,Do you know the song Kings of the Wild Frontier by Adam and the Ants? It's from the album Kings of the Wild Frontier.,24,,recommend,1,3,1,not so popular,0.9147943,1,0.030679587,32.59496307,4.858971932,match_scores,Kings of the Wild Frontier,1
"recommend(name[Old Town Road], producer[Trent Reznor], from_album[7])",recommend,Have you heard of the song Old Town Road produced by Trent Reznor from the album 7?,17,,recommend,1,3,1,popular,0.8127942,1,0.009456502,105.7473526,10.52149517,match_scores,Old Town Road,1
"recommend(name[In My Bed], record_label[Island Records], instance_of[single])",recommend,Have you heard the single In My Bed by Island Records?,11,,recommend,1,3,1,not so popular,0.86025417,1,0.003674028,272.1808472,15.85116569,match_scores,In My Bed,1
"recommend(name[Get Up!], is_from_album[True], instance_of[single])",recommend," Have you heard the song Get Up!, off of an album? It's a really great single.",16,,recommend,1,3,1,not so popular,0.37675607,1,0.020318533,49.21615219,7.126955677,match_scores,Get Up!,1
"recommend(name[Space Oddity], from_album[David Bowie], producer[Gus Dudgeon])",recommend," Have you heard the song Space Oddity by David Bowie? Gus Dudgeon produced it, and it's really great.",18,,recommend,1,3,1,popular,0.84195745,1,0.022737435,43.98033524,6.291102779,match_scores,Space Oddity,1
"recommend(name[Mr. Brightside], performer[The Killers], instance_of[single])",recommend," Have you heard of the single ""Mr. Brightside"" by The Killers?",11,,recommend,1,3,1,popular,0.79840565,1,0.033576585,29.78265953,12.30068629,match_scores_PPL,Mr. Brightside,1
"recommend(name[Blinding Lights], instance_of[single], producer[The Weeknd])",recommend,Have you heard the single Blinding Lights by The Weeknd?,10,,recommend,1,3,1,popular,0.8802527,1,0.006443257,155.2010193,10.60031338,match_scores,Blinding Lights,1
"recommend(name[Every Breath You Take], instance_of[song], publication_year[1983])",recommend,Have you heard of the song Every Breath You Take from 1983?,12,,recommend,1,3,1,popular,0.881757,1,0.017320933,57.73361206,20.44800736,match_scores_PPL,Every Breath You Take,1
